GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_bonferroni	p_sidak	p_holm	p_fdr_bh	study_items
table_p0.05_depth3_collated.txt GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_bonferroni	p_sidak	p_holm	p_fdr_bh	study_items
table_pfdr0.05_GOannotation_genes_rectifyingLFCerror_1dpi_OAupreg_LFC.txt GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_bonferroni	p_sidak	p_holm	p_fdr_bh	study_items
table_pfdr0.05_GOannotation_genes_rectifyingLFCerror_1dpi_OAupreg_LFC.txt GO:0005975	BP	e	carbohydrate metabolic process	23/329	2557/269428	2.37e-13	3	23	1.52e-09	1.49e-09	1.52e-09	1.16e-10	TraesCS1A02G149300, TraesCS1A02G422900, TraesCS1B02G454200, TraesCS1D02G123700, TraesCS1D02G207000, TraesCS1D02G430700, TraesCS2A02G033600, TraesCS2A02G558200, TraesCS2D02G220900, TraesCS2D02G571400, TraesCS3A02G480300, TraesCS3A02G481600, TraesCS3B02G524700, TraesCS3B02G524800, TraesCS3D02G260300, TraesCS3D02G475100, TraesCS3D02G478000, TraesCS4B02G356800, TraesCS5A02G014400, TraesCS6A02G286900, TraesCS7A02G427100, TraesCS7D02G418600, TraesCSU02G169600
table_pfdr0.05_GOannotation_genes_rectifyingLFCerror_1dpi_OAupreg_LFC.txt GO:1901575	BP	e	organic substance catabolic process	18/329	1785/269428	1.59e-11	3	18	1.02e-07	9.97e-08	1.02e-07	4.87e-09	TraesCS1D02G123700, TraesCS1D02G207000, TraesCS2A02G022700, TraesCS2A02G033600, TraesCS2A02G381100, TraesCS2A02G493600, TraesCS2A02G558200, TraesCS2B02G521600, TraesCS2D02G220900, TraesCS2D02G571400, TraesCS3D02G260300, TraesCS4B02G043300, TraesCS4D02G040800, TraesCS5A02G014400, TraesCS6A02G222800, TraesCS6B02G008100, TraesCS6B02G342400, TraesCSU02G169600
table_pfdr0.05_GOannotation_genes_rectifyingLFCerror_1dpi_OAupreg_LFC.txt GO:0017144	BP	e	drug metabolic process        	16/329	1419/269428	4.32e-11	3	16	2.77e-07	2.7e-07	2.76e-07	1.26e-08	TraesCS1D02G207000, TraesCS2A02G033600, TraesCS2A02G381100, TraesCS2A02G558200, TraesCS2B02G308500, TraesCS2D02G107600, TraesCS2D02G107800, TraesCS2D02G571400, TraesCS3D02G260300, TraesCS4B02G379500, TraesCS6A02G222800, TraesCS6B02G063500, TraesCS6B02G063900, TraesCS6B02G342400, TraesCS7B02G251100, TraesCSU02G169600
table_pfdr0.05_GOannotation_genes_rectifyingLFCerror_1dpi_OAupreg_LFC.txt GO:0044248	BP	e	cellular catabolic process    	17/329	2044/269428	1.06e-09	3	17	6.84e-06	6.67e-06	6.81e-06	2.07e-07	TraesCS1D02G207000, TraesCS2A02G033600, TraesCS2A02G381100, TraesCS2A02G493600, TraesCS2A02G558200, TraesCS2B02G521600, TraesCS2D02G107600, TraesCS2D02G107800, TraesCS2D02G571400, TraesCS3D02G260300, TraesCS6A02G222800, TraesCS6B02G008100, TraesCS6B02G063500, TraesCS6B02G063900, TraesCS6B02G342400, TraesCS7B02G251100, TraesCSU02G169600
table_pfdr0.05_GOannotation_genes_rectifyingLFCerror_1dpi_OAupreg_LFC.txt GO:1901564	BP	e	organonitrogen compound metabolic process	44/329	13885/269428	9.47e-09	3	44	6.08e-05	5.93e-05	6.05e-05	1.52e-06	TraesCS1B02G036700, TraesCS1B02G315700, TraesCS1D02G123700, TraesCS1D02G207000, TraesCS2A02G022700, TraesCS2A02G033600, TraesCS2A02G107000, TraesCS2A02G381100, TraesCS2A02G493600, TraesCS2A02G558200, TraesCS2B02G308500, TraesCS2B02G521600, TraesCS2D02G571400, TraesCS2D02G572600, TraesCS3B02G005000, TraesCS3B02G005100, TraesCS3D02G260300, TraesCS3D02G438600, TraesCS4A02G420600, TraesCS4A02G422100, TraesCS4B02G379500, TraesCS5A02G014400, TraesCS5B02G428400, TraesCS5B02G454700, TraesCS6A02G004500, TraesCS6A02G168900, TraesCS6A02G194200, TraesCS6A02G222800, TraesCS6A02G406500, TraesCS6B02G008100, TraesCS6B02G152700, TraesCS6B02G342400, TraesCS6D02G374200, TraesCS6D02G375700, TraesCS7A02G241100, TraesCS7A02G392800, TraesCS7A02G434100, TraesCS7A02G442500, TraesCS7A02G510200, TraesCS7B02G021500, TraesCS7B02G136600, TraesCS7D02G036700, TraesCSU02G093800, TraesCSU02G169600
table_pfdr0.05_GOannotation_genes_rectifyingLFCerror_1dpi_OAupreg_LFC.txt GO:1901135	BP	e	carbohydrate derivative metabolic process	11/329	999/269428	6.13e-08	3	11	0.000394	0.000384	0.000391	8.21e-06	TraesCS1D02G123700, TraesCS1D02G207000, TraesCS2A02G033600, TraesCS2A02G493600, TraesCS2A02G558200, TraesCS2B02G521600, TraesCS2D02G571400, TraesCS3D02G260300, TraesCS3D02G491400, TraesCS5A02G014400, TraesCSU02G169600
table_pfdr0.05_GOannotation_genes_rectifyingLFCerror_1dpi_OAupreg_LFC.txt GO:0051186	BP	e	cofactor metabolic process    	11/329	1141/269428	2.29e-07	3	11	0.00147	0.00143	0.00146	3e-05	TraesCS2A02G493600, TraesCS2B02G521600, TraesCS2D02G107600, TraesCS2D02G107800, TraesCS4A02G420600, TraesCS4B02G379500, TraesCS6B02G008100, TraesCS6B02G063500, TraesCS6B02G063900, TraesCS7A02G442500, TraesCS7B02G251100
table_pfdr0.05_GOannotation_genes_rectifyingLFCerror_1dpi_OAupreg_LFC.txt GO:0044282	BP	e	small molecule catabolic process	5/329	248/269428	1.55e-05	3	5	0.0996	0.0971	0.0985	0.00138	TraesCS2A02G381100, TraesCS2A02G493600, TraesCS2B02G521600, TraesCS6A02G222800, TraesCS6B02G342400
