fisher module not installed.  Falling back on scipy.stats.fisher_exact
/Users/rbadgami/go-basic.obo: fmt(1.2) rel(2019-03-19) 47,381 GO Terms
Study: 386 vs. Population 269428

fisher module not installed.  Falling back on scipy.stats.fisher_exact
1 GO IDs in assc. are not found in the GO-DAG: GO:0000991
 28% 75,453 of 269,428 population items found in association
 64%    248 of    386 study items found in association
100%    386 of    386 study items found in population(269428)
Calculating 6,425 uncorrected p-values using fisher_scipy_stats
   6,425 GO terms are associated with 75,453 of 269,428 population items
     697 GO terms are associated with    248 of    386 study items
      85 GO terms found significant (< 0.05=alpha) ( 85 enriched +   0 purified): local bonferroni
      87 GO terms found significant (< 0.05=alpha) ( 87 enriched +   0 purified): local sidak
      86 GO terms found significant (< 0.05=alpha) ( 86 enriched +   0 purified): local holm
     144 GO terms found significant (< 0.05=alpha) (144 enriched +   0 purified): statsmodels fdr_bh
    301 of 6,425 results have uncorrected P-values <= 0.05=pval

# Generated by GOATOOLS v0.8.12 (2019-07-28)
# min_ratio=None pval=0.05
GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_bonferroni	p_sidak	p_holm	p_fdr_bh	study_items
.GO:0008152	BP	e	metabolic process             	128/386	31891/269428	3e-28	1	128	1.93e-24	1.88e-24	1.92e-24	3.85e-25	TraesCS1A02G006300, TraesCS1A02G017900, TraesCS1A02G018000, TraesCS1A02G088600, TraesCS1A02G122500, TraesCS1A02G203600, TraesCS1A02G203700, TraesCS1A02G358100, TraesCS1A02G358400, TraesCS1A02G422600, TraesCS1A02G422900, TraesCS1B02G006500, TraesCS1B02G007100, TraesCS1B02G036700, TraesCS1B02G107600, TraesCS1B02G374900, TraesCS1B02G377700, TraesCS1B02G454200, TraesCS1B02G456700, TraesCS1D02G090000, TraesCS1D02G207000, TraesCS1D02G207100, TraesCS1D02G363300, TraesCS1D02G430800, TraesCS2A02G022700, TraesCS2A02G026600, TraesCS2A02G033600, TraesCS2A02G105900, TraesCS2A02G107000, TraesCS2A02G107600, TraesCS2A02G108600, TraesCS2A02G121200, TraesCS2A02G322500, TraesCS2B02G084000, TraesCS2B02G084100, TraesCS2B02G084200, TraesCS2B02G124800, TraesCS2B02G146000, TraesCS2B02G360300, TraesCS2D02G006500, TraesCS2D02G055000, TraesCS2D02G107600, TraesCS2D02G107800, TraesCS2D02G107900, TraesCS2D02G145300, TraesCS2D02G568300, TraesCS2D02G569900, TraesCS2D02G571100, TraesCS2D02G571300, TraesCS2D02G572300, TraesCS2D02G572600, TraesCS3A02G039200, TraesCS3A02G056000, TraesCS3A02G131200, TraesCS3A02G209800, TraesCS3A02G480200, TraesCS3A02G481600, TraesCS3A02G483000, TraesCS3A02G483100, TraesCS3B02G005000, TraesCS3B02G005100, TraesCS3B02G129900, TraesCS3B02G240200, TraesCS3B02G481000, TraesCS3B02G547300, TraesCS3D02G260300, TraesCS3D02G326200, TraesCS3D02G438600, TraesCS3D02G475000, TraesCS3D02G475100, TraesCS3D02G478000, TraesCS3D02G493700, TraesCS4A02G033600, TraesCS4A02G106300, TraesCS4A02G308600, TraesCS4A02G373100, TraesCS4A02G437100, TraesCS4B02G297300, TraesCS4B02G356800, TraesCS4B02G382300, TraesCS4D02G296200, TraesCS5A02G007900, TraesCS5A02G014400, TraesCS5A02G317600, TraesCS5A02G321300, TraesCS5A02G455800, TraesCS5D02G187500, TraesCS5D02G328100, TraesCS5D02G408200, TraesCS5D02G462500, TraesCS6A02G004500, TraesCS6A02G228900, TraesCS6A02G283500, TraesCS6A02G286900, TraesCS6A02G385000, TraesCS6A02G406500, TraesCS6B02G007300, TraesCS6B02G063900, TraesCS6B02G152700, TraesCS6B02G158300, TraesCS6B02G302400, TraesCS6B02G353200, TraesCS6D02G179300, TraesCS6D02G255200, TraesCS6D02G264000, TraesCS6D02G371300, TraesCS6D02G375700, TraesCS6D02G377900, TraesCS6D02G389600, TraesCS7A02G013400, TraesCS7A02G040400, TraesCS7A02G056200, TraesCS7A02G241100, TraesCS7A02G246700, TraesCS7A02G392800, TraesCS7A02G427100, TraesCS7A02G434100, TraesCS7A02G442500, TraesCS7A02G510200, TraesCS7B02G175300, TraesCS7B02G378300, TraesCS7B02G415600, TraesCS7D02G036700, TraesCS7D02G073400, TraesCS7D02G161100, TraesCS7D02G207300, TraesCS7D02G263800, TraesCSU02G002300
GO:0008150	BP	e	biological_process            	151/386	44718/269428	7.09e-26	0	151	4.55e-22	4.44e-22	4.55e-22	5.69e-23	TraesCS1A02G006300, TraesCS1A02G017900, TraesCS1A02G018000, TraesCS1A02G088600, TraesCS1A02G122500, TraesCS1A02G203600, TraesCS1A02G203700, TraesCS1A02G355300, TraesCS1A02G358100, TraesCS1A02G358400, TraesCS1A02G422600, TraesCS1A02G422900, TraesCS1A02G445500, TraesCS1B02G006500, TraesCS1B02G007100, TraesCS1B02G036700, TraesCS1B02G107600, TraesCS1B02G374900, TraesCS1B02G377700, TraesCS1B02G454200, TraesCS1B02G456700, TraesCS1D02G090000, TraesCS1D02G207000, TraesCS1D02G207100, TraesCS1D02G355100, TraesCS1D02G363300, TraesCS1D02G430800, TraesCS2A02G016400, TraesCS2A02G022700, TraesCS2A02G026600, TraesCS2A02G033600, TraesCS2A02G046600, TraesCS2A02G105900, TraesCS2A02G107000, TraesCS2A02G107600, TraesCS2A02G108600, TraesCS2A02G121200, TraesCS2A02G245100, TraesCS2A02G322500, TraesCS2B02G084000, TraesCS2B02G084100, TraesCS2B02G084200, TraesCS2B02G124800, TraesCS2B02G146000, TraesCS2B02G360300, TraesCS2D02G006500, TraesCS2D02G055000, TraesCS2D02G107600, TraesCS2D02G107800, TraesCS2D02G107900, TraesCS2D02G144900, TraesCS2D02G145300, TraesCS2D02G568300, TraesCS2D02G568600, TraesCS2D02G569700, TraesCS2D02G569900, TraesCS2D02G571100, TraesCS2D02G571300, TraesCS2D02G572300, TraesCS2D02G572600, TraesCS2D02G572700, TraesCS3A02G039200, TraesCS3A02G056000, TraesCS3A02G058100, TraesCS3A02G131200, TraesCS3A02G209800, TraesCS3A02G480200, TraesCS3A02G481600, TraesCS3A02G483000, TraesCS3A02G483100, TraesCS3B02G005000, TraesCS3B02G005100, TraesCS3B02G129900, TraesCS3B02G240200, TraesCS3B02G481000, TraesCS3B02G547300, TraesCS3D02G260300, TraesCS3D02G326200, TraesCS3D02G415400, TraesCS3D02G438600, TraesCS3D02G475000, TraesCS3D02G475100, TraesCS3D02G478000, TraesCS3D02G493700, TraesCS4A02G033600, TraesCS4A02G106300, TraesCS4A02G308600, TraesCS4A02G373100, TraesCS4A02G437100, TraesCS4B02G029600, TraesCS4B02G297300, TraesCS4B02G356800, TraesCS4B02G382200, TraesCS4B02G382300, TraesCS4D02G296200, TraesCS5A02G007900, TraesCS5A02G014400, TraesCS5A02G157200, TraesCS5A02G260600, TraesCS5A02G317600, TraesCS5A02G321300, TraesCS5A02G455800, TraesCS5B02G228500, TraesCS5D02G004400, TraesCS5D02G105100, TraesCS5D02G187500, TraesCS5D02G328100, TraesCS5D02G408200, TraesCS5D02G462500, TraesCS6A02G004500, TraesCS6A02G228900, TraesCS6A02G283500, TraesCS6A02G286900, TraesCS6A02G385000, TraesCS6A02G406500, TraesCS6B02G007300, TraesCS6B02G058300, TraesCS6B02G063900, TraesCS6B02G152700, TraesCS6B02G158300, TraesCS6B02G302400, TraesCS6B02G353200, TraesCS6D02G179300, TraesCS6D02G255200, TraesCS6D02G264000, TraesCS6D02G371300, TraesCS6D02G374400, TraesCS6D02G375700, TraesCS6D02G377900, TraesCS6D02G389600, TraesCS7A02G013400, TraesCS7A02G040400, TraesCS7A02G056200, TraesCS7A02G241100, TraesCS7A02G246700, TraesCS7A02G350300, TraesCS7A02G392800, TraesCS7A02G427100, TraesCS7A02G434100, TraesCS7A02G442500, TraesCS7A02G510200, TraesCS7B02G175300, TraesCS7B02G378300, TraesCS7B02G415600, TraesCS7D02G036700, TraesCS7D02G073400, TraesCS7D02G161100, TraesCS7D02G207300, TraesCS7D02G263800, TraesCS7D02G354100, TraesCSU02G002300
..GO:0071704	BP	e	organic substance metabolic process	94/386	23181/269428	1.96e-20	2	94	1.26e-16	1.23e-16	1.26e-16	9.01e-18	TraesCS1A02G006300, TraesCS1A02G017900, TraesCS1A02G018000, TraesCS1A02G088600, TraesCS1A02G203600, TraesCS1A02G203700, TraesCS1A02G358100, TraesCS1A02G358400, TraesCS1A02G422600, TraesCS1A02G422900, TraesCS1B02G006500, TraesCS1B02G007100, TraesCS1B02G036700, TraesCS1B02G107600, TraesCS1B02G374900, TraesCS1B02G377700, TraesCS1B02G454200, TraesCS1B02G456700, TraesCS1D02G090000, TraesCS1D02G207000, TraesCS1D02G207100, TraesCS1D02G363300, TraesCS1D02G430800, TraesCS2A02G022700, TraesCS2A02G033600, TraesCS2A02G105900, TraesCS2A02G107000, TraesCS2B02G084000, TraesCS2B02G084100, TraesCS2B02G084200, TraesCS2D02G145300, TraesCS2D02G571100, TraesCS2D02G571300, TraesCS2D02G572300, TraesCS2D02G572600, TraesCS3A02G039200, TraesCS3A02G056000, TraesCS3A02G209800, TraesCS3A02G480200, TraesCS3A02G481600, TraesCS3A02G483000, TraesCS3A02G483100, TraesCS3B02G005000, TraesCS3B02G005100, TraesCS3B02G129900, TraesCS3B02G240200, TraesCS3B02G481000, TraesCS3B02G547300, TraesCS3D02G260300, TraesCS3D02G438600, TraesCS3D02G475000, TraesCS3D02G475100, TraesCS3D02G478000, TraesCS3D02G493700, TraesCS4A02G373100, TraesCS4A02G437100, TraesCS4B02G297300, TraesCS4B02G356800, TraesCS4D02G296200, TraesCS5A02G007900, TraesCS5A02G014400, TraesCS5A02G321300, TraesCS5D02G187500, TraesCS5D02G328100, TraesCS5D02G408200, TraesCS6A02G004500, TraesCS6A02G228900, TraesCS6A02G283500, TraesCS6A02G286900, TraesCS6A02G385000, TraesCS6A02G406500, TraesCS6B02G152700, TraesCS6B02G302400, TraesCS6D02G179300, TraesCS6D02G255200, TraesCS6D02G264000, TraesCS6D02G371300, TraesCS6D02G375700, TraesCS6D02G389600, TraesCS7A02G013400, TraesCS7A02G241100, TraesCS7A02G392800, TraesCS7A02G427100, TraesCS7A02G434100, TraesCS7A02G442500, TraesCS7A02G510200, TraesCS7B02G378300, TraesCS7B02G415600, TraesCS7D02G036700, TraesCS7D02G073400, TraesCS7D02G161100, TraesCS7D02G207300, TraesCS7D02G263800, TraesCSU02G002300
..GO:0044238	BP	e	primary metabolic process     	89/386	22088/269428	4.02e-19	2	89	2.58e-15	2.52e-15	2.57e-15	1.43e-16	TraesCS1A02G006300, TraesCS1A02G017900, TraesCS1A02G018000, TraesCS1A02G088600, TraesCS1A02G203600, TraesCS1A02G203700, TraesCS1A02G358100, TraesCS1A02G358400, TraesCS1A02G422600, TraesCS1A02G422900, TraesCS1B02G006500, TraesCS1B02G007100, TraesCS1B02G036700, TraesCS1B02G107600, TraesCS1B02G374900, TraesCS1B02G377700, TraesCS1B02G454200, TraesCS1B02G456700, TraesCS1D02G090000, TraesCS1D02G207000, TraesCS1D02G207100, TraesCS1D02G363300, TraesCS1D02G430800, TraesCS2A02G022700, TraesCS2A02G033600, TraesCS2A02G105900, TraesCS2A02G107000, TraesCS2B02G084000, TraesCS2B02G084100, TraesCS2B02G084200, TraesCS2D02G145300, TraesCS2D02G571100, TraesCS2D02G571300, TraesCS2D02G572300, TraesCS2D02G572600, TraesCS3A02G039200, TraesCS3A02G056000, TraesCS3A02G209800, TraesCS3A02G480200, TraesCS3A02G481600, TraesCS3A02G483000, TraesCS3A02G483100, TraesCS3B02G005000, TraesCS3B02G005100, TraesCS3B02G129900, TraesCS3B02G240200, TraesCS3B02G481000, TraesCS3B02G547300, TraesCS3D02G260300, TraesCS3D02G438600, TraesCS3D02G475000, TraesCS3D02G475100, TraesCS3D02G478000, TraesCS3D02G493700, TraesCS4A02G373100, TraesCS4A02G437100, TraesCS4B02G356800, TraesCS5A02G007900, TraesCS5A02G014400, TraesCS5A02G321300, TraesCS5D02G187500, TraesCS5D02G328100, TraesCS5D02G408200, TraesCS6A02G004500, TraesCS6A02G228900, TraesCS6A02G283500, TraesCS6A02G286900, TraesCS6A02G385000, TraesCS6A02G406500, TraesCS6B02G152700, TraesCS6D02G179300, TraesCS6D02G264000, TraesCS6D02G371300, TraesCS6D02G375700, TraesCS6D02G389600, TraesCS7A02G013400, TraesCS7A02G241100, TraesCS7A02G392800, TraesCS7A02G427100, TraesCS7A02G434100, TraesCS7A02G510200, TraesCS7B02G378300, TraesCS7B02G415600, TraesCS7D02G036700, TraesCS7D02G073400, TraesCS7D02G161100, TraesCS7D02G207300, TraesCS7D02G263800, TraesCSU02G002300
..GO:0044237	BP	e	cellular metabolic process    	84/386	21154/269428	1.22e-17	2	84	7.86e-14	7.66e-14	7.84e-14	3.64e-15	TraesCS1A02G006300, TraesCS1A02G017900, TraesCS1A02G018000, TraesCS1A02G088600, TraesCS1A02G203600, TraesCS1A02G203700, TraesCS1A02G358100, TraesCS1A02G358400, TraesCS1A02G422600, TraesCS1B02G006500, TraesCS1B02G007100, TraesCS1B02G036700, TraesCS1B02G107600, TraesCS1B02G374900, TraesCS1B02G377700, TraesCS1B02G456700, TraesCS1D02G090000, TraesCS1D02G207000, TraesCS1D02G207100, TraesCS1D02G363300, TraesCS1D02G430800, TraesCS2A02G033600, TraesCS2A02G107000, TraesCS2A02G107600, TraesCS2A02G108600, TraesCS2A02G121200, TraesCS2B02G084000, TraesCS2B02G084100, TraesCS2B02G084200, TraesCS2B02G124800, TraesCS2D02G107600, TraesCS2D02G107800, TraesCS2D02G107900, TraesCS2D02G145300, TraesCS2D02G571100, TraesCS2D02G571300, TraesCS2D02G572300, TraesCS2D02G572600, TraesCS3A02G039200, TraesCS3A02G056000, TraesCS3A02G209800, TraesCS3B02G005000, TraesCS3B02G005100, TraesCS3B02G129900, TraesCS3B02G240200, TraesCS3B02G481000, TraesCS3B02G547300, TraesCS3D02G260300, TraesCS3D02G438600, TraesCS3D02G493700, TraesCS4A02G033600, TraesCS4A02G373100, TraesCS4A02G437100, TraesCS4B02G297300, TraesCS4D02G296200, TraesCS5A02G007900, TraesCS5A02G014400, TraesCS5D02G187500, TraesCS5D02G408200, TraesCS6A02G004500, TraesCS6A02G228900, TraesCS6A02G286900, TraesCS6A02G385000, TraesCS6A02G406500, TraesCS6B02G007300, TraesCS6B02G063900, TraesCS6B02G152700, TraesCS6B02G302400, TraesCS6D02G255200, TraesCS6D02G371300, TraesCS6D02G375700, TraesCS7A02G040400, TraesCS7A02G241100, TraesCS7A02G392800, TraesCS7A02G427100, TraesCS7A02G434100, TraesCS7A02G442500, TraesCS7B02G378300, TraesCS7B02G415600, TraesCS7D02G036700, TraesCS7D02G073400, TraesCS7D02G161100, TraesCS7D02G263800, TraesCSU02G002300
.GO:0009987	BP	e	cellular process              	93/386	25125/269428	1.25e-17	1	93	8.01e-14	7.8e-14	7.98e-14	3.64e-15	TraesCS1A02G006300, TraesCS1A02G017900, TraesCS1A02G018000, TraesCS1A02G088600, TraesCS1A02G203600, TraesCS1A02G203700, TraesCS1A02G358100, TraesCS1A02G358400, TraesCS1A02G422600, TraesCS1A02G445500, TraesCS1B02G006500, TraesCS1B02G007100, TraesCS1B02G036700, TraesCS1B02G107600, TraesCS1B02G374900, TraesCS1B02G377700, TraesCS1B02G456700, TraesCS1D02G090000, TraesCS1D02G207000, TraesCS1D02G207100, TraesCS1D02G363300, TraesCS1D02G430800, TraesCS2A02G016400, TraesCS2A02G033600, TraesCS2A02G107000, TraesCS2A02G107600, TraesCS2A02G108600, TraesCS2A02G121200, TraesCS2B02G084000, TraesCS2B02G084100, TraesCS2B02G084200, TraesCS2B02G124800, TraesCS2D02G107600, TraesCS2D02G107800, TraesCS2D02G107900, TraesCS2D02G145300, TraesCS2D02G569700, TraesCS2D02G571100, TraesCS2D02G571300, TraesCS2D02G572300, TraesCS2D02G572600, TraesCS3A02G039200, TraesCS3A02G056000, TraesCS3A02G058100, TraesCS3A02G209800, TraesCS3B02G005000, TraesCS3B02G005100, TraesCS3B02G129900, TraesCS3B02G240200, TraesCS3B02G481000, TraesCS3B02G547300, TraesCS3D02G260300, TraesCS3D02G438600, TraesCS3D02G493700, TraesCS4A02G033600, TraesCS4A02G106300, TraesCS4A02G373100, TraesCS4A02G437100, TraesCS4B02G297300, TraesCS4D02G296200, TraesCS5A02G007900, TraesCS5A02G014400, TraesCS5A02G157200, TraesCS5A02G260600, TraesCS5D02G004400, TraesCS5D02G187500, TraesCS5D02G408200, TraesCS6A02G004500, TraesCS6A02G228900, TraesCS6A02G286900, TraesCS6A02G385000, TraesCS6A02G406500, TraesCS6B02G007300, TraesCS6B02G058300, TraesCS6B02G063900, TraesCS6B02G152700, TraesCS6B02G302400, TraesCS6D02G255200, TraesCS6D02G371300, TraesCS6D02G375700, TraesCS7A02G040400, TraesCS7A02G241100, TraesCS7A02G392800, TraesCS7A02G427100, TraesCS7A02G434100, TraesCS7A02G442500, TraesCS7B02G378300, TraesCS7B02G415600, TraesCS7D02G036700, TraesCS7D02G073400, TraesCS7D02G161100, TraesCS7D02G263800, TraesCSU02G002300
...GO:0005975	BP	e	carbohydrate metabolic process	25/386	2557/269428	1.23e-13	3	25	7.91e-10	7.71e-10	7.88e-10	3.3e-11	TraesCS1A02G088600, TraesCS1A02G203600, TraesCS1A02G203700, TraesCS1A02G422900, TraesCS1B02G107600, TraesCS1B02G454200, TraesCS1D02G090000, TraesCS1D02G207000, TraesCS1D02G207100, TraesCS2A02G033600, TraesCS2A02G105900, TraesCS2B02G084200, TraesCS3A02G480200, TraesCS3A02G481600, TraesCS3A02G483000, TraesCS3A02G483100, TraesCS3D02G260300, TraesCS3D02G475000, TraesCS3D02G475100, TraesCS3D02G478000, TraesCS4B02G356800, TraesCS5A02G014400, TraesCS5D02G408200, TraesCS6A02G286900, TraesCS7A02G427100
..GO:0006807	BP	e	nitrogen compound metabolic process	70/386	18840/269428	2.6e-13	2	70	1.67e-09	1.63e-09	1.66e-09	6.18e-11	TraesCS1A02G006300, TraesCS1A02G017900, TraesCS1A02G018000, TraesCS1A02G203600, TraesCS1A02G203700, TraesCS1A02G358100, TraesCS1A02G358400, TraesCS1A02G422600, TraesCS1B02G006500, TraesCS1B02G007100, TraesCS1B02G036700, TraesCS1B02G374900, TraesCS1B02G377700, TraesCS1B02G456700, TraesCS1D02G207000, TraesCS1D02G207100, TraesCS1D02G363300, TraesCS1D02G430800, TraesCS2A02G022700, TraesCS2A02G033600, TraesCS2A02G107000, TraesCS2B02G084000, TraesCS2B02G084100, TraesCS2D02G145300, TraesCS2D02G571100, TraesCS2D02G572300, TraesCS2D02G572600, TraesCS3A02G039200, TraesCS3A02G056000, TraesCS3A02G209800, TraesCS3B02G005000, TraesCS3B02G005100, TraesCS3B02G129900, TraesCS3B02G240200, TraesCS3B02G481000, TraesCS3B02G547300, TraesCS3D02G260300, TraesCS3D02G438600, TraesCS3D02G493700, TraesCS4A02G373100, TraesCS4A02G437100, TraesCS4B02G297300, TraesCS4D02G296200, TraesCS5A02G014400, TraesCS5A02G321300, TraesCS5D02G187500, TraesCS5D02G328100, TraesCS5D02G408200, TraesCS6A02G004500, TraesCS6A02G228900, TraesCS6A02G283500, TraesCS6A02G385000, TraesCS6A02G406500, TraesCS6B02G152700, TraesCS6D02G264000, TraesCS6D02G371300, TraesCS6D02G375700, TraesCS6D02G389600, TraesCS7A02G241100, TraesCS7A02G392800, TraesCS7A02G434100, TraesCS7A02G442500, TraesCS7A02G510200, TraesCS7B02G378300, TraesCS7B02G415600, TraesCS7D02G036700, TraesCS7D02G073400, TraesCS7D02G161100, TraesCS7D02G263800, TraesCSU02G002300
....GO:0042737	BP	e	drug catabolic process        	16/386	874/269428	3.66e-13	4	16	2.35e-09	2.29e-09	2.34e-09	8.4e-11	TraesCS1A02G203600, TraesCS1A02G203700, TraesCS1D02G207000, TraesCS1D02G207100, TraesCS2A02G033600, TraesCS2A02G107600, TraesCS2A02G108600, TraesCS2B02G124800, TraesCS2D02G107600, TraesCS2D02G107800, TraesCS2D02G107900, TraesCS3D02G260300, TraesCS5D02G408200, TraesCS6B02G063900, TraesCS6B02G302400, TraesCS6D02G255200
....GO:0006796	BP	e	phosphate-containing compound metabolic process	40/386	7290/269428	7.96e-13	4	40	5.12e-09	4.99e-09	5.1e-09	1.76e-10	TraesCS1A02G006300, TraesCS1A02G017900, TraesCS1A02G018000, TraesCS1A02G088600, TraesCS1A02G422600, TraesCS1B02G006500, TraesCS1B02G007100, TraesCS1B02G036700, TraesCS1B02G107600, TraesCS1B02G456700, TraesCS1D02G090000, TraesCS1D02G430800, TraesCS2A02G107000, TraesCS2B02G084000, TraesCS2B02G084100, TraesCS2B02G084200, TraesCS2D02G145300, TraesCS2D02G571100, TraesCS2D02G571300, TraesCS2D02G572600, TraesCS3A02G039200, TraesCS3B02G005000, TraesCS3B02G005100, TraesCS3B02G481000, TraesCS3B02G547300, TraesCS3D02G438600, TraesCS3D02G493700, TraesCS5A02G014400, TraesCS5D02G187500, TraesCS6A02G004500, TraesCS6A02G228900, TraesCS6A02G385000, TraesCS6B02G152700, TraesCS6D02G375700, TraesCS7A02G040400, TraesCS7A02G434100, TraesCS7B02G378300, TraesCS7B02G415600, TraesCS7D02G036700, TraesCS7D02G161100
