GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_bonferroni	p_sidak	p_holm	p_fdr_bh	study_items
GO:0008152	BP	e	metabolic process             	84/174	31891/269428	2.39e-32	1	84	1.53e-28	1.5e-28	1.53e-28	5.11e-29	TraesCS1A02G006300, TraesCS1A02G017900, TraesCS1A02G018000, TraesCS1A02G088600, TraesCS1A02G203600, TraesCS1A02G203700, TraesCS1A02G358100, TraesCS1A02G358400, TraesCS1A02G422900, TraesCS1B02G006500, TraesCS1B02G007100, TraesCS1B02G107600, TraesCS1B02G374900, TraesCS1B02G377700, TraesCS1B02G454200, TraesCS1D02G090000, TraesCS1D02G207000, TraesCS1D02G207100, TraesCS1D02G363300, TraesCS1D02G430800, TraesCS2A02G107000, TraesCS2A02G107600, TraesCS2A02G121200, TraesCS2A02G322500, TraesCS2B02G084000, TraesCS2B02G124800, TraesCS2B02G146000, TraesCS2D02G006500, TraesCS2D02G107600, TraesCS2D02G107800, TraesCS2D02G568300, TraesCS2D02G569900, TraesCS2D02G571100, TraesCS2D02G572600, TraesCS3A02G039200, TraesCS3A02G056000, TraesCS3A02G131200, TraesCS3A02G209800, TraesCS3A02G480200, TraesCS3A02G481600, TraesCS3A02G483000, TraesCS3A02G483100, TraesCS3B02G129900, TraesCS3B02G240200, TraesCS3B02G481000, TraesCS3B02G547300, TraesCS3D02G260300, TraesCS3D02G326200, TraesCS3D02G438600, TraesCS3D02G475100, TraesCS3D02G478000, TraesCS3D02G493700, TraesCS4A02G033600, TraesCS4A02G106300, TraesCS4A02G308600, TraesCS4B02G297300, TraesCS4B02G356800, TraesCS4D02G296200, TraesCS5A02G007900, TraesCS5D02G187500, TraesCS5D02G408200, TraesCS5D02G462500, TraesCS6A02G228900, TraesCS6A02G283500, TraesCS6A02G286900, TraesCS6A02G385000, TraesCS6A02G406500, TraesCS6B02G152700, TraesCS6D02G179300, TraesCS6D02G255200, TraesCS6D02G264000, TraesCS6D02G375700, TraesCS7A02G013400, TraesCS7A02G040400, TraesCS7A02G056200, TraesCS7A02G241100, TraesCS7A02G427100, TraesCS7A02G434100, TraesCS7B02G175300, TraesCS7B02G378300, TraesCS7B02G415600, TraesCS7D02G036700, TraesCS7D02G161100, TraesCS7D02G207300
GO:0008150	BP	e	biological_process            	94/174	44718/269428	2.24e-29	0	94	1.44e-25	1.4e-25	1.44e-25	3.59e-26	TraesCS1A02G006300, TraesCS1A02G017900, TraesCS1A02G018000, TraesCS1A02G088600, TraesCS1A02G203600, TraesCS1A02G203700, TraesCS1A02G355300, TraesCS1A02G358100, TraesCS1A02G358400, TraesCS1A02G422900, TraesCS1B02G006500, TraesCS1B02G007100, TraesCS1B02G107600, TraesCS1B02G374900, TraesCS1B02G377700, TraesCS1B02G454200, TraesCS1D02G090000, TraesCS1D02G207000, TraesCS1D02G207100, TraesCS1D02G355100, TraesCS1D02G363300, TraesCS1D02G430800, TraesCS2A02G107000, TraesCS2A02G107600, TraesCS2A02G121200, TraesCS2A02G322500, TraesCS2B02G084000, TraesCS2B02G124800, TraesCS2B02G146000, TraesCS2D02G006500, TraesCS2D02G107600, TraesCS2D02G107800, TraesCS2D02G568300, TraesCS2D02G568600, TraesCS2D02G569900, TraesCS2D02G571100, TraesCS2D02G572600, TraesCS3A02G039200, TraesCS3A02G056000, TraesCS3A02G131200, TraesCS3A02G209800, TraesCS3A02G480200, TraesCS3A02G481600, TraesCS3A02G483000, TraesCS3A02G483100, TraesCS3B02G129900, TraesCS3B02G240200, TraesCS3B02G481000, TraesCS3B02G547300, TraesCS3D02G260300, TraesCS3D02G326200, TraesCS3D02G415400, TraesCS3D02G438600, TraesCS3D02G475100, TraesCS3D02G478000, TraesCS3D02G493700, TraesCS4A02G033600, TraesCS4A02G106300, TraesCS4A02G308600, TraesCS4B02G029600, TraesCS4B02G297300, TraesCS4B02G356800, TraesCS4D02G296200, TraesCS5A02G007900, TraesCS5A02G260600, TraesCS5B02G228500, TraesCS5D02G004400, TraesCS5D02G187500, TraesCS5D02G408200, TraesCS5D02G462500, TraesCS6A02G228900, TraesCS6A02G283500, TraesCS6A02G286900, TraesCS6A02G385000, TraesCS6A02G406500, TraesCS6B02G058300, TraesCS6B02G152700, TraesCS6D02G179300, TraesCS6D02G255200, TraesCS6D02G264000, TraesCS6D02G375700, TraesCS7A02G013400, TraesCS7A02G040400, TraesCS7A02G056200, TraesCS7A02G241100, TraesCS7A02G427100, TraesCS7A02G434100, TraesCS7B02G175300, TraesCS7B02G378300, TraesCS7B02G415600, TraesCS7D02G036700, TraesCS7D02G161100, TraesCS7D02G207300, TraesCS7D02G354100
GO:0071704	BP	e	organic substance metabolic process	65/174	23181/269428	1.89e-25	2	65	1.21e-21	1.18e-21	1.21e-21	1.73e-22	TraesCS1A02G006300, TraesCS1A02G017900, TraesCS1A02G018000, TraesCS1A02G088600, TraesCS1A02G203600, TraesCS1A02G203700, TraesCS1A02G358100, TraesCS1A02G358400, TraesCS1A02G422900, TraesCS1B02G006500, TraesCS1B02G007100, TraesCS1B02G107600, TraesCS1B02G374900, TraesCS1B02G377700, TraesCS1B02G454200, TraesCS1D02G090000, TraesCS1D02G207000, TraesCS1D02G207100, TraesCS1D02G363300, TraesCS1D02G430800, TraesCS2A02G107000, TraesCS2B02G084000, TraesCS2D02G571100, TraesCS2D02G572600, TraesCS3A02G039200, TraesCS3A02G056000, TraesCS3A02G209800, TraesCS3A02G480200, TraesCS3A02G481600, TraesCS3A02G483000, TraesCS3A02G483100, TraesCS3B02G129900, TraesCS3B02G240200, TraesCS3B02G481000, TraesCS3B02G547300, TraesCS3D02G260300, TraesCS3D02G438600, TraesCS3D02G475100, TraesCS3D02G478000, TraesCS3D02G493700, TraesCS4B02G297300, TraesCS4B02G356800, TraesCS4D02G296200, TraesCS5A02G007900, TraesCS5D02G187500, TraesCS5D02G408200, TraesCS6A02G228900, TraesCS6A02G283500, TraesCS6A02G286900, TraesCS6A02G385000, TraesCS6A02G406500, TraesCS6B02G152700, TraesCS6D02G179300, TraesCS6D02G255200, TraesCS6D02G264000, TraesCS6D02G375700, TraesCS7A02G013400, TraesCS7A02G241100, TraesCS7A02G427100, TraesCS7A02G434100, TraesCS7B02G378300, TraesCS7B02G415600, TraesCS7D02G036700, TraesCS7D02G161100, TraesCS7D02G207300
GO:0044238	BP	e	primary metabolic process     	62/174	22088/269428	3.59e-24	2	62	2.31e-20	2.25e-20	2.3e-20	2.88e-21	TraesCS1A02G006300, TraesCS1A02G017900, TraesCS1A02G018000, TraesCS1A02G088600, TraesCS1A02G203600, TraesCS1A02G203700, TraesCS1A02G358100, TraesCS1A02G358400, TraesCS1A02G422900, TraesCS1B02G006500, TraesCS1B02G007100, TraesCS1B02G107600, TraesCS1B02G374900, TraesCS1B02G377700, TraesCS1B02G454200, TraesCS1D02G090000, TraesCS1D02G207000, TraesCS1D02G207100, TraesCS1D02G363300, TraesCS1D02G430800, TraesCS2A02G107000, TraesCS2B02G084000, TraesCS2D02G571100, TraesCS2D02G572600, TraesCS3A02G039200, TraesCS3A02G056000, TraesCS3A02G209800, TraesCS3A02G480200, TraesCS3A02G481600, TraesCS3A02G483000, TraesCS3A02G483100, TraesCS3B02G129900, TraesCS3B02G240200, TraesCS3B02G481000, TraesCS3B02G547300, TraesCS3D02G260300, TraesCS3D02G438600, TraesCS3D02G475100, TraesCS3D02G478000, TraesCS3D02G493700, TraesCS4B02G356800, TraesCS5A02G007900, TraesCS5D02G187500, TraesCS5D02G408200, TraesCS6A02G228900, TraesCS6A02G283500, TraesCS6A02G286900, TraesCS6A02G385000, TraesCS6A02G406500, TraesCS6B02G152700, TraesCS6D02G179300, TraesCS6D02G264000, TraesCS6D02G375700, TraesCS7A02G013400, TraesCS7A02G241100, TraesCS7A02G427100, TraesCS7A02G434100, TraesCS7B02G378300, TraesCS7B02G415600, TraesCS7D02G036700, TraesCS7D02G161100, TraesCS7D02G207300
GO:0044237	BP	e	cellular metabolic process    	58/174	21154/269428	5.64e-22	2	58	3.63e-18	3.53e-18	3.62e-18	4.03e-19	TraesCS1A02G006300, TraesCS1A02G017900, TraesCS1A02G018000, TraesCS1A02G088600, TraesCS1A02G203600, TraesCS1A02G203700, TraesCS1A02G358100, TraesCS1A02G358400, TraesCS1B02G006500, TraesCS1B02G007100, TraesCS1B02G107600, TraesCS1B02G374900, TraesCS1B02G377700, TraesCS1D02G090000, TraesCS1D02G207000, TraesCS1D02G207100, TraesCS1D02G363300, TraesCS1D02G430800, TraesCS2A02G107000, TraesCS2A02G107600, TraesCS2A02G121200, TraesCS2B02G084000, TraesCS2B02G124800, TraesCS2D02G107600, TraesCS2D02G107800, TraesCS2D02G571100, TraesCS2D02G572600, TraesCS3A02G039200, TraesCS3A02G056000, TraesCS3A02G209800, TraesCS3B02G129900, TraesCS3B02G240200, TraesCS3B02G481000, TraesCS3B02G547300, TraesCS3D02G260300, TraesCS3D02G438600, TraesCS3D02G493700, TraesCS4A02G033600, TraesCS4B02G297300, TraesCS4D02G296200, TraesCS5A02G007900, TraesCS5D02G187500, TraesCS5D02G408200, TraesCS6A02G228900, TraesCS6A02G286900, TraesCS6A02G385000, TraesCS6A02G406500, TraesCS6B02G152700, TraesCS6D02G255200, TraesCS6D02G375700, TraesCS7A02G040400, TraesCS7A02G241100, TraesCS7A02G427100, TraesCS7A02G434100, TraesCS7B02G378300, TraesCS7B02G415600, TraesCS7D02G036700, TraesCS7D02G161100
GO:0009987	BP	e	cellular process              	62/174	25125/269428	2.75e-21	1	62	1.77e-17	1.72e-17	1.77e-17	1.77e-18	TraesCS1A02G006300, TraesCS1A02G017900, TraesCS1A02G018000, TraesCS1A02G088600, TraesCS1A02G203600, TraesCS1A02G203700, TraesCS1A02G358100, TraesCS1A02G358400, TraesCS1B02G006500, TraesCS1B02G007100, TraesCS1B02G107600, TraesCS1B02G374900, TraesCS1B02G377700, TraesCS1D02G090000, TraesCS1D02G207000, TraesCS1D02G207100, TraesCS1D02G363300, TraesCS1D02G430800, TraesCS2A02G107000, TraesCS2A02G107600, TraesCS2A02G121200, TraesCS2B02G084000, TraesCS2B02G124800, TraesCS2D02G107600, TraesCS2D02G107800, TraesCS2D02G571100, TraesCS2D02G572600, TraesCS3A02G039200, TraesCS3A02G056000, TraesCS3A02G209800, TraesCS3B02G129900, TraesCS3B02G240200, TraesCS3B02G481000, TraesCS3B02G547300, TraesCS3D02G260300, TraesCS3D02G438600, TraesCS3D02G493700, TraesCS4A02G033600, TraesCS4A02G106300, TraesCS4B02G297300, TraesCS4D02G296200, TraesCS5A02G007900, TraesCS5A02G260600, TraesCS5D02G004400, TraesCS5D02G187500, TraesCS5D02G408200, TraesCS6A02G228900, TraesCS6A02G286900, TraesCS6A02G385000, TraesCS6A02G406500, TraesCS6B02G058300, TraesCS6B02G152700, TraesCS6D02G255200, TraesCS6D02G375700, TraesCS7A02G040400, TraesCS7A02G241100, TraesCS7A02G427100, TraesCS7A02G434100, TraesCS7B02G378300, TraesCS7B02G415600, TraesCS7D02G036700, TraesCS7D02G161100
GO:0044260	BP	e	cellular macromolecule metabolic process	41/174	13500/269428	7.92e-17	4	41	5.09e-13	4.96e-13	5.08e-13	3.92e-14	TraesCS1A02G006300, TraesCS1A02G017900, TraesCS1A02G018000, TraesCS1A02G203600, TraesCS1A02G203700, TraesCS1A02G358100, TraesCS1A02G358400, TraesCS1B02G006500, TraesCS1B02G007100, TraesCS1B02G374900, TraesCS1B02G377700, TraesCS1D02G207000, TraesCS1D02G207100, TraesCS1D02G363300, TraesCS1D02G430800, TraesCS2A02G107000, TraesCS2B02G084000, TraesCS2D02G571100, TraesCS2D02G572600, TraesCS3A02G039200, TraesCS3A02G056000, TraesCS3A02G209800, TraesCS3B02G129900, TraesCS3B02G240200, TraesCS3B02G481000, TraesCS3D02G260300, TraesCS3D02G438600, TraesCS5D02G187500, TraesCS5D02G408200, TraesCS6A02G228900, TraesCS6A02G286900, TraesCS6A02G385000, TraesCS6A02G406500, TraesCS6B02G152700, TraesCS6D02G375700, TraesCS7A02G427100, TraesCS7A02G434100, TraesCS7B02G378300, TraesCS7B02G415600, TraesCS7D02G036700, TraesCS7D02G161100
GO:0005975	BP	e	carbohydrate metabolic process	20/174	2557/269428	6.98e-16	3	20	4.48e-12	4.37e-12	4.47e-12	2.8e-13	TraesCS1A02G088600, TraesCS1A02G203600, TraesCS1A02G203700, TraesCS1A02G422900, TraesCS1B02G107600, TraesCS1B02G454200, TraesCS1D02G090000, TraesCS1D02G207000, TraesCS1D02G207100, TraesCS3A02G480200, TraesCS3A02G481600, TraesCS3A02G483000, TraesCS3A02G483100, TraesCS3D02G260300, TraesCS3D02G475100, TraesCS3D02G478000, TraesCS4B02G356800, TraesCS5D02G408200, TraesCS6A02G286900, TraesCS7A02G427100
GO:0006807	BP	e	nitrogen compound metabolic process	46/174	18840/269428	2.45e-15	2	46	1.58e-11	1.54e-11	1.57e-11	9.01e-13	TraesCS1A02G006300, TraesCS1A02G017900, TraesCS1A02G018000, TraesCS1A02G203600, TraesCS1A02G203700, TraesCS1A02G358100, TraesCS1A02G358400, TraesCS1B02G006500, TraesCS1B02G007100, TraesCS1B02G374900, TraesCS1B02G377700, TraesCS1D02G207000, TraesCS1D02G207100, TraesCS1D02G363300, TraesCS1D02G430800, TraesCS2A02G107000, TraesCS2B02G084000, TraesCS2D02G571100, TraesCS2D02G572600, TraesCS3A02G039200, TraesCS3A02G056000, TraesCS3A02G209800, TraesCS3B02G129900, TraesCS3B02G240200, TraesCS3B02G481000, TraesCS3B02G547300, TraesCS3D02G260300, TraesCS3D02G438600, TraesCS3D02G493700, TraesCS4B02G297300, TraesCS4D02G296200, TraesCS5D02G187500, TraesCS5D02G408200, TraesCS6A02G228900, TraesCS6A02G283500, TraesCS6A02G385000, TraesCS6A02G406500, TraesCS6B02G152700, TraesCS6D02G264000, TraesCS6D02G375700, TraesCS7A02G241100, TraesCS7A02G434100, TraesCS7B02G378300, TraesCS7B02G415600, TraesCS7D02G036700, TraesCS7D02G161100
GO:0006796	BP	e	phosphate-containing compound metabolic process	29/174	7290/269428	6.45e-15	4	29	4.14e-11	4.04e-11	4.13e-11	1.9e-12	TraesCS1A02G006300, TraesCS1A02G017900, TraesCS1A02G018000, TraesCS1A02G088600, TraesCS1B02G006500, TraesCS1B02G007100, TraesCS1B02G107600, TraesCS1D02G090000, TraesCS1D02G430800, TraesCS2A02G107000, TraesCS2B02G084000, TraesCS2D02G571100, TraesCS2D02G572600, TraesCS3A02G039200, TraesCS3B02G481000, TraesCS3B02G547300, TraesCS3D02G438600, TraesCS3D02G493700, TraesCS5D02G187500, TraesCS6A02G228900, TraesCS6A02G385000, TraesCS6B02G152700, TraesCS6D02G375700, TraesCS7A02G040400, TraesCS7A02G434100, TraesCS7B02G378300, TraesCS7B02G415600, TraesCS7D02G036700, TraesCS7D02G161100
