GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_bonferroni	p_sidak	p_holm	p_fdr_bh	study_items
GO:0005975	BP	e	carbohydrate metabolic process	20/174	2557/269428	6.98e-16	3	20	4.48e-12	4.37e-12	4.47e-12	2.8e-13	TraesCS1A02G088600, TraesCS1A02G203600, TraesCS1A02G203700, TraesCS1A02G422900, TraesCS1B02G107600, TraesCS1B02G454200, TraesCS1D02G090000, TraesCS1D02G207000, TraesCS1D02G207100, TraesCS3A02G480200, TraesCS3A02G481600, TraesCS3A02G483000, TraesCS3A02G483100, TraesCS3D02G260300, TraesCS3D02G475100, TraesCS3D02G478000, TraesCS4B02G356800, TraesCS5D02G408200, TraesCS6A02G286900, TraesCS7A02G427100
GO:0006793	BP	e	phosphorus metabolic process  	29/174	7310/269428	6.91e-15	3	29	4.44e-11	4.33e-11	4.42e-11	1.9e-12	TraesCS1A02G006300, TraesCS1A02G017900, TraesCS1A02G018000, TraesCS1A02G088600, TraesCS1B02G006500, TraesCS1B02G007100, TraesCS1B02G107600, TraesCS1D02G090000, TraesCS1D02G430800, TraesCS2A02G107000, TraesCS2B02G084000, TraesCS2D02G571100, TraesCS2D02G572600, TraesCS3A02G039200, TraesCS3B02G481000, TraesCS3B02G547300, TraesCS3D02G438600, TraesCS3D02G493700, TraesCS5D02G187500, TraesCS6A02G228900, TraesCS6A02G385000, TraesCS6B02G152700, TraesCS6D02G375700, TraesCS7A02G040400, TraesCS7A02G434100, TraesCS7B02G378300, TraesCS7B02G415600, TraesCS7D02G036700, TraesCS7D02G161100
GO:0043170	BP	e	macromolecule metabolic process	43/174	17252/269428	1.24e-14	3	43	7.97e-11	7.77e-11	7.94e-11	3.19e-12	TraesCS1A02G006300, TraesCS1A02G017900, TraesCS1A02G018000, TraesCS1A02G203600, TraesCS1A02G203700, TraesCS1A02G358100, TraesCS1A02G358400, TraesCS1B02G006500, TraesCS1B02G007100, TraesCS1B02G374900, TraesCS1B02G377700, TraesCS1D02G207000, TraesCS1D02G207100, TraesCS1D02G363300, TraesCS1D02G430800, TraesCS2A02G107000, TraesCS2B02G084000, TraesCS2D02G571100, TraesCS2D02G572600, TraesCS3A02G039200, TraesCS3A02G056000, TraesCS3A02G209800, TraesCS3B02G129900, TraesCS3B02G240200, TraesCS3B02G481000, TraesCS3D02G260300, TraesCS3D02G438600, TraesCS5D02G187500, TraesCS5D02G408200, TraesCS6A02G228900, TraesCS6A02G283500, TraesCS6A02G286900, TraesCS6A02G385000, TraesCS6A02G406500, TraesCS6B02G152700, TraesCS6D02G264000, TraesCS6D02G375700, TraesCS7A02G427100, TraesCS7A02G434100, TraesCS7B02G378300, TraesCS7B02G415600, TraesCS7D02G036700, TraesCS7D02G161100
GO:1901564	BP	e	organonitrogen compound metabolic process	38/174	13885/269428	3.45e-14	3	38	2.22e-10	2.16e-10	2.21e-10	7.39e-12	TraesCS1A02G006300, TraesCS1A02G017900, TraesCS1A02G018000, TraesCS1A02G203600, TraesCS1A02G203700, TraesCS1B02G006500, TraesCS1B02G007100, TraesCS1B02G377700, TraesCS1D02G207000, TraesCS1D02G207100, TraesCS1D02G430800, TraesCS2A02G107000, TraesCS2B02G084000, TraesCS2D02G571100, TraesCS2D02G572600, TraesCS3A02G039200, TraesCS3B02G481000, TraesCS3B02G547300, TraesCS3D02G260300, TraesCS3D02G438600, TraesCS3D02G493700, TraesCS4B02G297300, TraesCS4D02G296200, TraesCS5D02G187500, TraesCS5D02G408200, TraesCS6A02G228900, TraesCS6A02G283500, TraesCS6A02G385000, TraesCS6A02G406500, TraesCS6B02G152700, TraesCS6D02G264000, TraesCS6D02G375700, TraesCS7A02G241100, TraesCS7A02G434100, TraesCS7B02G378300, TraesCS7B02G415600, TraesCS7D02G036700, TraesCS7D02G161100
GO:0017144	BP	e	drug metabolic process        	11/174	1419/269428	3.06e-09	3	11	1.97e-05	1.92e-05	1.95e-05	3.03e-07	TraesCS1A02G203600, TraesCS1A02G203700, TraesCS1D02G207000, TraesCS1D02G207100, TraesCS2A02G107600, TraesCS2B02G124800, TraesCS2D02G107600, TraesCS2D02G107800, TraesCS3D02G260300, TraesCS5D02G408200, TraesCS6D02G255200
GO:0044248	BP	e	cellular catabolic process    	11/174	2044/269428	1.21e-07	3	11	0.00078	0.00076	0.000771	1.11e-05	TraesCS1A02G203600, TraesCS1A02G203700, TraesCS1D02G207000, TraesCS1D02G207100, TraesCS2A02G107600, TraesCS2B02G124800, TraesCS2D02G107600, TraesCS2D02G107800, TraesCS3D02G260300, TraesCS5D02G408200, TraesCS6D02G255200
GO:1901135	BP	e	carbohydrate derivative metabolic process	8/174	999/269428	3.58e-07	3	8	0.0023	0.00224	0.00227	3.15e-05	TraesCS1A02G203600, TraesCS1A02G203700, TraesCS1D02G207000, TraesCS1D02G207100, TraesCS3B02G547300, TraesCS3D02G260300, TraesCS3D02G493700, TraesCS5D02G408200
GO:1901576	BP	e	organic substance biosynthetic process	18/174	7164/269428	1.12e-06	3	18	0.00721	0.00703	0.00712	8.91e-05	TraesCS1A02G088600, TraesCS1A02G358100, TraesCS1A02G358400, TraesCS1B02G107600, TraesCS1B02G374900, TraesCS1D02G090000, TraesCS1D02G363300, TraesCS3A02G056000, TraesCS3A02G209800, TraesCS3B02G129900, TraesCS3B02G240200, TraesCS3B02G547300, TraesCS3D02G493700, TraesCS5A02G007900, TraesCS6A02G286900, TraesCS6A02G406500, TraesCS7A02G013400, TraesCS7A02G241100
GO:0044249	BP	e	cellular biosynthetic process 	17/174	6986/269428	3.46e-06	3	17	0.0222	0.0216	0.0219	0.000255	TraesCS1A02G088600, TraesCS1A02G358100, TraesCS1A02G358400, TraesCS1B02G107600, TraesCS1B02G374900, TraesCS1D02G090000, TraesCS1D02G363300, TraesCS3A02G056000, TraesCS3A02G209800, TraesCS3B02G129900, TraesCS3B02G240200, TraesCS3B02G547300, TraesCS3D02G493700, TraesCS5A02G007900, TraesCS6A02G286900, TraesCS6A02G406500, TraesCS7A02G241100
GO:1901575	BP	e	organic substance catabolic process	8/174	1785/269428	2.45e-05	3	8	0.158	0.154	0.155	0.0015	TraesCS1A02G203600, TraesCS1A02G203700, TraesCS1D02G207000, TraesCS1D02G207100, TraesCS3D02G260300, TraesCS5D02G408200, TraesCS6D02G255200, TraesCS7D02G207300
