Gene stable ID	NCBI gene ID	KEGG Pathway and Enzyme ID
Os01g0690600		04926+2.7.11.1
Os01g0690600		04151+2.7.11.1
Os01g0690800		05170+2.7.11.1
Os01g0690800		05163+2.7.11.1
Os01g0690800		04150+2.7.11.1
Os01g0690800		04714+2.7.11.1
Os01g0690800		05165+2.7.11.1
Os01g0690800		04926+2.7.11.1
Os01g0690800		04151+2.7.11.1
Os01g0690900		
Os01g0697100	4325293	
Os01g0699400		
Os01g0711000	4327833	
Os01g0727800		
Os01g0727840		
Os01g0733200	4324158	
Os01g0734600		
Os01g0734800	4324166	
Os01g0734800	4324166	
Os01g0735300	4324167	
Os01g0736900	4327874	
Os01g0736900	4327874	
Os01g0740500		
Os01g0740600		
Os01g0740650		
Os01g0743800	4326166	
Os01g0756400		
Os01g0760600	4325621	00350+2.6.1.1
Os01g0760600	4325621	00220+2.6.1.1
Os01g0760600	4325621	00950+2.6.1.1
Os01g0760600	4325621	00270+2.6.1.1
Os01g0760600	4325621	00250+2.6.1.1
Os01g0760600	4325621	00330+2.6.1.1
Os01g0760600	4325621	00400+2.6.1.1
Os01g0760600	4325621	00710+2.6.1.1
Os01g0760600	4325621	00360+2.6.1.1
Os01g0760600	4325621	00401+2.6.1.1
Os01g0760600	4325621	00960+2.6.1.1
Os01g0760600	4325621	00350+2.6.1.1
Os01g0760600	4325621	00220+2.6.1.1
Os01g0760600	4325621	00950+2.6.1.1
Os01g0760600	4325621	00270+2.6.1.1
Os01g0760600	4325621	00250+2.6.1.1
Os01g0760600	4325621	00330+2.6.1.1
Os01g0760600	4325621	00400+2.6.1.1
Os01g0760600	4325621	00710+2.6.1.1
Os01g0760600	4325621	00360+2.6.1.1
Os01g0760600	4325621	00401+2.6.1.1
Os01g0760600	4325621	00960+2.6.1.1
Os01g0760600	4325621	00350+2.6.1.1
Os01g0760600	4325621	00220+2.6.1.1
Os01g0760600	4325621	00950+2.6.1.1
Os01g0760600	4325621	00270+2.6.1.1
Os01g0760600	4325621	00250+2.6.1.1
Os01g0760600	4325621	00330+2.6.1.1
Os01g0760600	4325621	00400+2.6.1.1
Os01g0760600	4325621	00710+2.6.1.1
Os01g0760600	4325621	00360+2.6.1.1
Os01g0760600	4325621	00401+2.6.1.1
Os01g0760600	4325621	00960+2.6.1.1
Os01g0760600	4325621	00350+2.6.1.1
Os01g0760600	4325621	00220+2.6.1.1
Os01g0760600	4325621	00950+2.6.1.1
Os01g0760600	4325621	00270+2.6.1.1
Os01g0760600	4325621	00250+2.6.1.1
Os01g0760600	4325621	00330+2.6.1.1
Os01g0760600	4325621	00400+2.6.1.1
Os01g0760600	4325621	00710+2.6.1.1
Os01g0760600	4325621	00360+2.6.1.1
Os01g0760600	4325621	00401+2.6.1.1
Os01g0760600	4325621	00960+2.6.1.1
Os01g0764900		
Os01g0766600	4325495	
Os01g0766600	4325495	
Os01g0767600	4325501	
Os01g0767900	4325503	
Os01g0768200	4325505	
Os01g0776600	4327894	
Os01g0776600	4327894	
Os01g0776600	4327894	
Os01g0777300	4327899	
Os01g0778800	4326432	
Os01g0779100		
Os01g0784800	4327039	00130+1.6.5.2
Os01g0788950	107276702	
Os01g0793500	4324130	
Os01g0793900	4324133	
Os01g0794500	4324136	
Os01g0796400	4325632	00592+4.2.1.17
Os01g0796400	4325632	00360+4.2.1.17
Os01g0796400	4325632	00410+4.2.1.17
Os01g0796400	4325632	00930+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00362+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00720+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00903+4.2.1.17
Os01g0796400	4325632	00380+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00623+1.1.1.35
Os01g0796400	4325632	00640+4.2.1.17
Os01g0796400	4325632	00062+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00310+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00281+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00627+4.2.1.17
Os01g0796400	4325632	00280+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00071+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00650+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00592+4.2.1.17
Os01g0796400	4325632	00360+4.2.1.17
Os01g0796400	4325632	00410+4.2.1.17
Os01g0796400	4325632	00930+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00362+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00720+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00071+5.1.2.3+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00903+4.2.1.17
Os01g0796400	4325632	00380+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00623+1.1.1.35
Os01g0796400	4325632	00640+4.2.1.17
Os01g0796400	4325632	00062+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00310+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00281+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00627+4.2.1.17
Os01g0796400	4325632	00650+5.1.2.3+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00280+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00071+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00650+4.2.1.17+1.1.1.35
Os01g0803200	4327535	
Os01g0803200	4327535	
Os01g0805400	4327545	
Os01g0816100	4327485	
Os01g0826400	4327518	
Os01g0829800	4327423	00630+1.1.1.37
Os01g0829800	4327423	00720+1.1.1.37
Os01g0829800	4327423	00710+1.1.1.37
Os01g0829800	4327423	00270+1.1.1.37
Os01g0829800	4327423	00020+1.1.1.37
Os01g0829800	4327423	00680+1.1.1.37
Os01g0829800	4327423	00620+1.1.1.37
Os01g0829800	4327423	00630+1.1.1.37
Os01g0829800	4327423	00720+1.1.1.37
Os01g0829800	4327423	00710+1.1.1.37
Os01g0829800	4327423	00270+1.1.1.37
Os01g0829800	4327423	00020+1.1.1.37
Os01g0829800	4327423	00680+1.1.1.37
Os01g0829800	4327423	00620+1.1.1.37
Os01g0830900	107277512	
Os01g0834200	4327412	
Os01g0834200	4327412	
Os01g0834200	4327412	
Os01g0834200	4327412	
Os01g0834700	4327416	
Os01g0834700	4327416	
Os01g0841000	4327394	
Os01g0841000	4327394	
Os01g0842200	4327499	
Os01g0842200	4327499	
Os01g0849950		
Os01g0865100	4324793	00232+1.7.3.3
Os01g0865100	4324793	00230+1.7.3.3
Os01g0865100	4324793	00232+1.7.3.3
Os01g0865100	4324793	00230+1.7.3.3
Os01g0869900	4324934	
Os01g0871700		
Os01g0871800		
Os01g0871900		
Os01g0872000		
Os01g0872100		
Os01g0872300		
Os01g0872400		
Os01g0874300	4324770	
Os01g0875000	4324774	
Os01g0876300	4325080	
Os01g0876300	4325080	
Os01g0894300	4324962	
Os01g0894300	4324962	
Os01g0902700	4325014	
Os01g0902800		
Os01g0910900	4324873	
Os01g0914800	4324349	
Os01g0915600	4324327	
Os01g0916400	4324333	
Os01g0922700		
Os01g0923700	9271913	
Os01g0923700	9271913	
Os01g0923700	9271913	
Os01g0923700	9271913	
Os01g0924300	4327260	
Os01g0924300	4327260	
Os01g0929000	4326967	
Os01g0930200	4326943	
Os01g0931300	4326817	
Os01g0931300	4326817	
Os01g0934900		
Os01g0940700	4326518	00500+3.2.1.39
Os01g0940700	4326518	00500+3.2.1.39
Os01g0941200	4326520	00500+3.2.1.39
Os01g0944500		00500+3.2.1.39
Os01g0944700		00500+3.2.1.39
Os01g0945100		
Os01g0945200		
Os01g0945300	4325823	
Os01g0945300	4325823	
Os01g0945600	4325824	
Os01g0945700		
Os01g0951400	4325740	00240+2.4.2.10
Os01g0951400	4325740	00983+2.4.2.10
Os01g0951400	4325740	00240+4.1.1.23
Os01g0951400	4325740	00240+2.4.2.10
Os01g0951400	4325740	00983+2.4.2.10
Os01g0951400	4325740	00240+4.1.1.23
Os01g0952500	4325747	
Os01g0955700	4325409	
Os01g0956200	4325410	
Os01g0962200		
Os01g0962400	4324551	
Os01g0963600	4324459	
Os01g0966700	4324001	00052+3.2.1.26
Os01g0966700	4324001	00500+3.2.1.26
Os01g0966700	4324001	
Os01g0973100	9266561	
Os01g0974100	4326408	
Os01g0977200		
Os02g0101000	4327977	
Os02g0101000	4327977	
Os02g0106100	4328018	00052+3.2.1.26
Os02g0106100	4328018	00500+3.2.1.26
Os02g0115700	4328073	00630+1.11.1.6
Os02g0115700	4328073	00380+1.11.1.6
Os02g0115700	4328073	00630+1.11.1.6
Os02g0115700	4328073	00380+1.11.1.6
Os02g0115700	4328073	00630+1.11.1.6
Os02g0115700	4328073	00380+1.11.1.6
Os02g0115900	4328075	
Os02g0115900	4328075	
Os02g0115900	4328075	
Os02g0117200	4328086	
Os02g0121700	4328124	
Os02g0122600	4328132	
Os02g0132200		
Os02g0137450		
Os02g0138500		
Os02g0141300	4328266	00520+2.7.1.46
Os02g0141300	4328266	00052+2.7.1.6
Os02g0141300	4328266	00520+2.7.1.6
Os02g0148000	4328296	
Os02g0153700		
Os02g0154000	4328340	
Os02g0162600	4328393	
Os02g0164300		
Os02g0164300		
Os02g0169900	4328439	04070+3.1.3.25
Os02g0169900	4328439	00562+3.1.3.25
Os02g0169900	4328439	00521+3.1.3.25
Os02g0169900	4328439	04070+3.1.3.25
Os02g0169900	4328439	00562+3.1.3.25
Os02g0169900	4328439	00521+3.1.3.25
Os02g0169900	4328439	04070+3.1.3.25
Os02g0169900	4328439	00562+3.1.3.25
Os02g0169900	4328439	00521+3.1.3.25
Os02g0176700		
Os02g0177600	4328485	
Os02g0184400	4328527	00500+2.4.1.14
Os02g0184400	4328527	00500+2.4.1.14
Os02g0184400	4328527	00500+2.4.1.14
Os02g0184400	4328527	00500+2.4.1.14
Os02g0187800	4328552	
Os02g0187800	4328552	
Os02g0194700	4328603	
Os02g0194700	4328603	
Os02g0195300	4328607	
Os02g0205500	4328676	00062+2.3.1.199
Os02g0205500	4328676	00061+2.3.1.180
Os02g0208100	4328685	
Os02g0209100		
Os02g0229000	4328797	
Os02g0232400	4328812	
Os02g0232400	4328812	
Os02g0240100	4328841	00940+1.11.1.7
Os02g0240300	4328842	00940+1.11.1.7
Os02g0274100	4328997	00592+4.2.1.17
Os02g0274100	4328997	00360+4.2.1.17
Os02g0274100	4328997	00410+4.2.1.17
Os02g0274100	4328997	00930+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00362+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00720+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00071+5.1.2.3+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00903+4.2.1.17
Os02g0274100	4328997	00380+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00623+1.1.1.35
Os02g0274100	4328997	00640+4.2.1.17
Os02g0274100	4328997	00062+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00310+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00281+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00627+4.2.1.17
Os02g0274100	4328997	00650+5.1.2.3+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00280+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00071+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00650+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00071+5.1.2.3+4.2.1.17+1.1.1.35+5.3.3.8
Os02g0274100	4328997	00592+4.2.1.17
Os02g0274100	4328997	00360+4.2.1.17
Os02g0274100	4328997	00410+4.2.1.17
Os02g0274100	4328997	00930+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00362+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00720+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00071+5.1.2.3+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00903+4.2.1.17
Os02g0274100	4328997	00380+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00623+1.1.1.35
Os02g0274100	4328997	00640+4.2.1.17
Os02g0274100	4328997	00062+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00310+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00281+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00627+4.2.1.17
Os02g0274100	4328997	00650+5.1.2.3+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00280+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00071+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00650+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00071+5.1.2.3+4.2.1.17+1.1.1.35+5.3.3.8
Os02g0280700	4329022	
Os02g0281200	4329024	
Os02g0281200	4329024	
Os02g0282000	4329027	
Os02g0282500		
Os02g0286850		
Os02g0293300	4329065	
Os02g0306401	9267778	
Os02g0306550		
Os02g0317400	4329152	
Os02g0317400	4329152	
Os02g0318450		
Os02g0318500		
Os02g0456800	4329283	
Os02g0465900	4329321	00480+4.3.2.7
Os02g0469600	4329339	
Os02g0491300	4329387	
Os02g0518000	4329483	
Os02g0519401		
Os02g0519900	4329493	
Os02g0519900	4329493	
Os02g0519900	4329493	
Os02g0519900	4329493	
Os02g0519900	4329493	
Os02g0523500	4329508	
Os02g0523500	4329508	
Os02g0526400		
Os02g0550600	4329626	00052+3.2.1.26
Os02g0550600	4329626	00500+3.2.1.26
Os02g0557100	4329671	
Os02g0559800	107276747	
Os02g0559800	107276749	
Os02g0559800	107276750	
Os02g0559800	107276748	
Os02g0559800	107276751	
Os02g0559800	4329685	
Os02g0560200	107276747	
Os02g0560200	107276750	
Os02g0560200	107276749	
Os02g0560200	107276751	
Os02g0560200	107276748	
Os02g0560200	4329685	
Os02g0560600	107276747	
Os02g0560600	107276750	
Os02g0560600	107276749	
Os02g0560600	107276751	
Os02g0560600	107276748	
Os02g0560600	4329685	
Os02g0561000	107276748	
Os02g0561000	4329685	
Os02g0561000	107276747	
Os02g0561000	107276750	
Os02g0561000	107276749	
Os02g0561000	107276751	
Os02g0561400	107276750	
Os02g0561400	107276749	
Os02g0561400	107276748	
Os02g0561400	4329685	
Os02g0561400	107276747	
Os02g0561400	107276751	
Os02g0561800	107276747	
Os02g0561800	107276750	
Os02g0561800	107276749	
Os02g0561800	107276751	
Os02g0561800	107276748	
Os02g0561800	4329685	
Os02g0561900		
Os02g0576700	4329757	
Os02g0579800	4329772	
Os02g0594900	4329853	00510+2.4.1.144
Os02g0595100		00510+2.4.1.144
Os02g0595100		00510+2.4.1.144
Os02g0596000	4329862	
Os02g0596000	4329862	
Os02g0603800	4329911	00900+1.17.7.3
Os02g0605900	4329920	00520+3.2.1.14
Os02g0608400	4329936	
Os02g0608400	4329936	
Os02g0614966		
Os02g0625300	4330031	
Os02g0629200	4330049	
Os02g0629200	4330049	
Os02g0631200	4330057	
Os02g0631200	4330057	
Os02g0633066		
Os02g0634700	4330073	
Os02g0634700	4330073	
Os02g0638650	9268771	
Os02g0640800	4330113	
Os02g0640800	4330113	
Os02g0640800	4330113	
Os02g0641800	4330120	
Os02g0641800	4330120	
Os02g0645600		
Os02g0650300	9268232	
Os02g0650300	9268232	
Os02g0656200		
Os02g0656500	4330201	
Os02g0656500	4330201	
Os02g0665000	4330239	
Os02g0665000	4330239	
Os02g0666800	4330253	
Os02g0668000	4330259	
Os02g0668000	4330259	
Os02g0689900	4330372	
Os02g0690800	4330380	
Os02g0690800	4330380	
Os02g0692700	4330385	
Os02g0696500	4330402	
Os02g0696500	4330402	
Os02g0699300		
Os02g0700400	4330432	
Os02g0710500	4330489	
Os02g0717500	4330530	
Os02g0717600	4330531	
Os02g0719100	4330541	
Os02g0720600	4330552	
Os02g0722400		
Os02g0722700	4330567	
Os02g0728700		
Os02g0734600	4330644	00073+1.11.2.3
Os02g0734600	4330644	00073+1.11.2.3
Os02g0736400	4330657	
Os02g0739000	4330670	
Os02g0739000	4330670	
Os02g0748300	4330727	
Os02g0748300	4330727	
Os02g0757400		
Os02g0777800		
Os02g0783625		
Os02g0783700		
Os02g0787600	4330959	
Os02g0787600	4330959	
Os02g0805600	4331066	
Os02g0805600	4331066	
Os02g0806700	4331074	
Os02g0813500	4331112	00480+1.8.1.7
Os02g0813500	4331112	
Os02g0813500	4331112	
Os02g0814300	4331118	
Os02g0814400	4331119	
Os02g0816600		
Os02g0816600		
Os02g0817500	4331148	
Os02g0817500	4331148	
Os02g0817700	4331150	
Os02g0817900	4331152	
Os02g0818000		
Os02g0819400		
Os02g0819400		
Os02g0819400		
Os02g0821800		
Os02g0821800		
Os02g0821900	4331182	
Os02g0822600	4331189	
Os02g0827300	4331222	
Os02g0828500	4331231	
Os02g0829500	4331239	
Os02g0829500	4331239	
Os02g0829500	4331239	
Os02g0830100	4331244	
Os02g0830100	4331244	
Os02g0830100	4331244	
Os02g0830100	4331244	
Os02g0830100	4331244	
Os02g0830300		
Os03g0100200	107277382	00790+4.2.1.96
Os03g0103950	107275429	
Os03g0108600		
Os03g0111400	4331363	
Os03g0112101		
Os03g0112400		
Os03g0115200	4331393	
Os03g0125300	4331462	
Os03g0126900	4331476	
Os03g0129800		
Os03g0142900	4331586	
Os03g0146400		
Os03g0146400		
Os03g0152000	4331647	
Os03g0158500	4331683	
Os03g0158500	4331683	
Os03g0158500	4331683	
Os03g0158500	4331683	
Os03g0168200	4331752	
Os03g0168300	4331753	
Os03g0171900	4331779	
Os03g0171900	4331779	
Os03g0178500	4331818	
Os03g0179000		
Os03g0185000	4331861	00270+2.3.1.30
Os03g0185000	4331861	00999+2.3.1.30
Os03g0185000	4331861	00920+2.3.1.30
Os03g0186600	4331872	
Os03g0187000	4331875	
Os03g0188100		
Os03g0188100		
Os03g0194400	4331926	
Os03g0196600	4331941	00270+2.3.1.30
Os03g0196600	4331941	00999+2.3.1.30
Os03g0196600	4331941	00920+2.3.1.30
Os03g0208500	4332012	
Os03g0208500	4332012	
Os03g0213100	4332042	
Os03g0213100	4332042	
Os03g0214000	4332051	
Os03g0214000	4332051	
Os03g0215700	4332061	
Os03g0218400	4332079	
Os03g0225500	4332118	
Os03g0225500	4332118	
Os03g0238600	4332195	00730+3.1.3.2
Os03g0238600	4332195	00740+3.1.3.2
Os03g0245800	4332237	
Os03g0258200	4332305	
Os03g0273800	4332401	
Os03g0276500	4332413	
Os03g0277300	4332420	
Os03g0277600	4332422	
Os03g0277700	4332423	
Os03g0279200	4324481	
Os03g0279200	4332433	
Os03g0283200	4332456	
Os03g0288000	4332487	
Os03g0288000	4332487	
Os03g0288300	4332488	
Os03g0288300	4332488	
Os03g0289800	4332499	
Os03g0291500	4332506	00250+6.3.5.4
Os03g0296200		
Os03g0300300	4332567	
Os03g0305100	4332593	
Os03g0310800	4332631	
Os03g0312300		
Os03g0327800	4332717	
Os03g0332400	4332736	00620+3.1.2.6
Os03g0340500	4332788	
Os03g0340500	4332788	00500+2.4.1.13
Os03g0351100	4332842	
Os03g0351100	4332842	
Os03g0353400	4332856	
Os03g0353400	4332856	
Os03g0358100	4332876	
Os03g0362200	4332894	
Os03g0363100	4332896	
Os03g0371000		
Os03g0390200	4333017	
Os03g0390200	4333017	
Os03g0390900		
Os03g0404800	4333070	
Os03g0411300		
Os03g0411800	4333098	
Os03g0412900		
Os03g0418000	4333121	00520+3.2.1.14
Os03g0429800	4333171	
Os03g0429800	4333171	
Os03g0429800	4333171	
Os03g0429800	4333171	
Os03g0436400	4333193	
Os03g0436400	107275612	
Os03g0436400	4333193	
Os03g0436400	107275612	
Os03g0436400	4333193	
Os03g0436400	107275612	
Os03g0438100	4333201	00592+5.3.99.6
Os03g0438100	4333201	00592+5.3.99.6
Os03g0570300		
Os03g0572900	4333291	
Os03g0575200	4333298	
Os03g0586800	4333345	00970+6.1.1.6
Os03g0598200		
Os03g0598900	4333388	
Os03g0604566		
Os03g0610400	4333432	
Os03g0613100		
Os03g0618300	4333459	
Os03g0625900	4333495	
Os03g0638200	4333528	
Os03g0638200	4333528	
Os03g0639700		
Os03g0640400	4333543	
Os03g0643300	4333554	00330+2.6.1.13
Os03g0648400	4333580	
Os03g0648400	4333580	
Os03g0648400	4333580	
Os03g0654600	4333604	
Os03g0657100	4333620	
Os03g0657100	4333620	
Os03g0658000		
Os03g0658800	4333623	
Os03g0658800	4333623	
Os03g0658800	4333623	
Os03g0661600		
Os03g0663500		
Os03g0665950		
Os03g0666100		
Os03g0669000	4333678	
Os03g0669000	4333678	
Os03g0676400	4333712	
Os03g0693700	4333791	
Os03g0693800	4333792	
Os03g0693900	4333793	
Os03g0694000	4333794	
Os03g0699200	4333814	
Os03g0700400	4333821	
Os03g0700700	4333823	
Os03g0700700	4333823	
Os03g0700700	4333823	
Os03g0700700	4333823	
Os03g0703300	4333844	
Os03g0703300	4333844	
Os03g0717900	4333917	
Os03g0717900	4333917	
Os03g0719900		
Os03g0719900		
Os03g0719900		
Os03g0719900		
Os03g0726200	4333967	04070+2.7.1.159
Os03g0726200	4333967	00562+2.7.1.134+2.7.1.159
Os03g0726200	4333967	
Os03g0735300	4334023	
Os03g0735300	4334023	
Os03g0737900	4334043	
Os03g0749500	4334116	
Os03g0757600	4334167	
Os03g0757600	4334167	
Os03g0757900	4334169	00053+1.1.1.22
Os03g0757900	4334169	00520+1.1.1.22
Os03g0757900	4334169	00040+1.1.1.22
Os03g0758000		
Os03g0758300		
Os03g0758300		
Os03g0761200		
Os03g0773150	9267266	
Os03g0773150	4350976	
Os03g0773150	4352308	
Os03g0780900		
Os03g0785900	4334347	
