Gene stable ID	NCBI gene ID	KEGG Pathway and Enzyme ID
Os03g0133900	4331528	00999+2.3.1.30
Os03g0133900	4331528	00920+2.3.1.30
Os03g0134300	4331530	00340+2.4.2.17
Os03g0154000		
Os03g0161800		00270+1.13.11.54
Os03g0161800		00270+1.13.11.54
Os03g0181500	4331836	00062+2.3.1.199
Os03g0181500	4331836	00061+2.3.1.180
Os03g0181500	4331836	00062+2.3.1.199
Os03g0181500	4331836	00061+2.3.1.180
Os03g0182400	4331839	
Os03g0190100	4331897	
Os03g0192500	4331915	04658+3.1.3.16
Os03g0192500	4331915	04660+3.1.3.16
Os03g0192700	4331917	00521+5.5.1.4
Os03g0192700	4331917	00562+5.5.1.4
Os03g0225900	4332121	
Os03g0225900	4332121	
Os03g0231700	4332152	00909+1.14.14.17
Os03g0231700	4332152	00100+1.14.14.17
Os03g0231700	4332152	00909+1.14.14.17
Os03g0231700	4332152	00100+1.14.14.17
Os03g0231800		00909+1.14.14.17
Os03g0231800		00100+1.14.14.17
Os03g0231800		00909+1.14.14.17
Os03g0231800		00100+1.14.14.17
Os03g0255100	4332289	00531+3.2.1.23
Os03g0255100	4332289	00600+3.2.1.23
Os03g0255100	4332289	00604+3.2.1.23
Os03g0255100	4332289	00052+3.2.1.23
Os03g0255100	4332289	00511+3.2.1.23
Os03g0255100	4332289	00531+3.2.1.23
Os03g0255100	4332289	00600+3.2.1.23
Os03g0255100	4332289	00604+3.2.1.23
Os03g0255100	4332289	00052+3.2.1.23
Os03g0255100	4332289	00511+3.2.1.23
Os03g0264600		
Os03g0273800	4332401	
Os03g0277600	4332422	
Os03g0277700	4332423	
Os03g0284600	4332468	
Os03g0312300		
Os03g0314500		
Os03g0314500		
Os03g0319400	4332665	05170+2.7.11.1
Os03g0319400	4332665	05163+2.7.11.1
Os03g0319400	4332665	04150+2.7.11.1
Os03g0319400	4332665	04714+2.7.11.1
Os03g0319400	4332665	05165+2.7.11.1
Os03g0319400	4332665	04926+2.7.11.1
Os03g0319400	4332665	04151+2.7.11.1
Os03g0319400	4332665	05170+2.7.11.1
Os03g0319400	4332665	05163+2.7.11.1
Os03g0319400	4332665	04150+2.7.11.1
Os03g0319400	4332665	04714+2.7.11.1
Os03g0319400	4332665	05165+2.7.11.1
Os03g0319400	4332665	04926+2.7.11.1
Os03g0319400	4332665	04151+2.7.11.1
Os03g0319400	4332665	
Os03g0347900		
Os03g0347900		
Os03g0351200	4332843	
Os03g0409400		
Os03g0411300		
Os03g0425600	4333156	00053+1.1.1.22
Os03g0425600	4333156	00520+1.1.1.22
Os03g0425600	4333156	00040+1.1.1.22
Os03g0431200		00220+2.3.1.1
Os03g0569800	4333282	
Os03g0569800	4333282	
Os03g0572900	4333291	
Os03g0583800	4333336	
Os03g0609500	4333430	
Os03g0634400		05170+2.7.11.1
Os03g0634400		05163+2.7.11.1
Os03g0634400		04150+2.7.11.1
Os03g0634400		04714+2.7.11.1
Os03g0634400		05165+2.7.11.1
Os03g0634400		04926+2.7.11.1
Os03g0634400		04151+2.7.11.1
Os03g0650800	4333589	
Os03g0684700	4333744	
Os03g0689100	4333768	04070+2.7.4.24+2.7.4.21
Os03g0689100	4333768	04070+2.7.4.24+2.7.4.21
Os03g0692700	107278586	
Os03g0692700	9272634	
Os03g0692700	107278586	
Os03g0692700	9272634	
Os03g0692700	107278586	
Os03g0692700	9272634	
Os03g0692700	107278586	
Os03g0692700	9272634	
Os03g0703300	4333844	
Os03g0703300	4333844	
Os03g0717000		
Os03g0717000		
Os03g0719400	4333927	
Os03g0726500	4333970	
Os03g0736600	4334032	
Os03g0764600	4334216	
Os03g0765500	107276199	
Os03g0775000	4334283	
Os03g0797400	4334427	00260+4.2.1.20
Os03g0797400	4334427	00400+4.2.1.20
Os03g0797500	9268807	00260+4.2.1.20
Os03g0797500	9268807	00400+4.2.1.20
Os03g0815200	4334554	
Os03g0815200	4334554	
Os03g0815200	4334554	
Os03g0815200	4334554	00670+1.5.1.20
Os03g0815200	4334554	00720+1.5.1.20
Os03g0835100	4334695	
Os03g0836200	4334703	
Os03g0836200	4334703	
Os03g0836200	4334703	
Os03g0850400		00300+2.7.2.4
Os03g0850400		00270+2.7.2.4
Os03g0850400		00260+2.7.2.4
Os03g0850400		00261+2.7.2.4
Os04g0101400	4334886	
Os04g0105100	4334905	
Os04g0105300		
Os04g0105300		
Os04g0106400		
Os04g0106400		
Os04g0112100	4334937	
Os04g0119400	4334968	00620+1.2.4.1
Os04g0119400	4334968	00010+1.2.4.1
Os04g0119400	4334968	00020+1.2.4.1
Os04g0136700	4335011	
Os04g0166600	4335053	
Os04g0185500	4335112	
Os04g0191600		
Os04g0191600		
Os04g0191600		
Os04g0191600		
Os04g0191800	4335126	
Os04g0193300		
Os04g0193300		
Os04g0194000	4335130	
Os04g0204000		
Os04g0206500	4335167	
Os04g0209300	4335177	
Os04g0288500	4335391	
Os04g0314100		
Os04g0321800		04658+3.1.3.16
Os04g0321800		04660+3.1.3.16
Os04g0321800		04658+3.1.3.16
Os04g0321800		04660+3.1.3.16
Os04g0324100	4335485	
Os04g0340300	4335518	
Os04g0341500		
Os04g0341500		
Os04g0344100	4335526	
Os04g0344400		
Os04g0345400		
Os04g0345400		
Os04g0347800		
Os04g0369066		
Os04g0388700	4335666	
Os04g0388700	4335666	
Os04g0388700	4335666	
Os04g0397000	4335701	
Os04g0403900	9267281	
Os04g0429500		
Os04g0433900	107275971	
Os04g0448900	4335984	00906+1.14.15.21
Os04g0448950		
Os04g0450100	4335994	
Os04g0450100	4335994	
Os04g0450500		
Os04g0452700	4336012	
Os04g0457200		
Os04g0460200		
Os04g0466100		
Os04g0468600	4336108	
Os04g0468600	4336108	
Os04g0468600	4336108	
Os04g0468600	4336108	
Os04g0468600	4336108	
Os04g0493000		
Os04g0503500	4336323	
Os04g0503500	4336323	
Os04g0555300		
Os04g0555300		
Os04g0579200	4336757	
Os04g0581100	4336765	
Os04g0583101	9271390	
Os04g0584600	4336783	
Os04g0584600	4336783	
Os04g0584600	4336783	
Os04g0585200		
Os04g0585200		
Os04g0592600	4336832	
Os04g0603200		
Os04g0603200		
Os04g0623300	4337046	
Os04g0623300	4337046	
Os04g0623300	4337046	
Os04g0623300	4337046	
Os04g0629500		
Os04g0629500		
Os04g0663100	4337301	
Os04g0667600		
Os04g0685200		
Os04g0687900	4337480	
Os04g0687900	4337480	
Os04g0687900	4337480	
Os04g0689500		
Os04g0689500		
Os04g0691366		
Os04g0691400		
Os04g0691500		
Os04g0691500		
Os04g0692200		
Os04g0692600		
Os04g0692600		
Os04g0692600		
Os05g0101400	4337526	
Os05g0101400	4337526	
Os05g0110000		
Os05g0113300	4337604	
Os05g0113500	4337606	
Os05g0113500	4337606	
Os05g0113500	4337606	
Os05g0122800	4337662	
Os05g0122800	4337662	
Os05g0122800	4337662	
Os05g0143300	4337775	
Os05g0144900		
Os05g0149300		
Os05g0149400	4337818	
Os05g0176700	4337962	
Os05g0188100	4338014	
Os05g0231100		
Os05g0304900		
Os05g0322900	4338413	
Os05g0322900	4338413	
Os05g0322900	4338413	
Os05g0344200	4338477	
Os05g0430900	4338880	
Os05g0447700		
Os05g0449200	9266801	
Os05g0450600		
Os05g0454500	4338976	
Os05g0484800	4339136	
Os05g0487300	4339146	
Os05g0487300	4339146	
Os05g0498400	4339216	
Os05g0498400	4339216	
Os05g0515200	4339312	
Os05g0517600		
Os05g0518600		00500+2.4.1.15
Os05g0537100	4339451	
Os05g0573700	4339677	00770+1.1.1.86
Os05g0573700	4339677	00290+1.1.1.86
Os05g0573700	4339677	00770+1.1.1.86
Os05g0573700	4339677	00290+1.1.1.86
Os05g0574400	4339682	00630+1.1.1.37
Os05g0574400	4339682	00720+1.1.1.37
Os05g0574400	4339682	00710+1.1.1.37
Os05g0574400	4339682	00270+1.1.1.37
Os05g0574400	4339682	00020+1.1.1.37
Os05g0574400	4339682	00680+1.1.1.37
Os05g0574400	4339682	00620+1.1.1.37
Os05g0584200	4339745	
Os05g0584200	4339745	
Os05g0594500	4339807	
Os05g0594500	4339807	
Os05g0594700	4339808	
Os05g0594700	4339808	
Os06g0103800	4339849	
Os06g0106900	4339869	
Os06g0110200	4339887	
Os06g0111800	4339895	
Os06g0111800	4339895	
Os06g0111800	4339895	
Os06g0116500		
Os06g0125000	4339959	
Os06g0126500	4339971	
Os06g0127300		
Os06g0146100	4340110	
Os06g0155500		
Os06g0155600	4340177	
Os06g0162800	4340218	
Os06g0165800	4340240	
Os06g0174300	9268874	
Os06g0176700	9270348	
Os06g0178500	9270348	
Os06g0179500	4340302	
Os06g0210000	4340455	
Os06g0210100	4340456	
Os06g0234200	4340590	
Os06g0234200	4340590	
Os06g0234200	4340590	
Os06g0247000		
Os06g0255400	4340670	
Os06g0267400		
Os06g0286500	4340777	
Os06g0286700		
Os06g0287000		
Os06g0287200		
Os06g0287500		
Os06g0287500		
Os06g0287700		
Os06g0287700		
Os06g0294400		
Os06g0295300		
Os06g0296100		
Os06g0296700	4340805	
Os06g0297400	9269758	
Os06g0325900	4340907	
Os06g0474800		
Os06g0474800		
Os06g0557100	4341290	
Os06g0557100	4341290	
Os06g0557400		
Os06g0591600	4341418	
Os06g0623200		
Os06g0633800	4341591	
Os06g0633800	4341591	
Os06g0646600	4341661	
Os06g0646600	4341661	
Os06g0653100	4341703	
Os06g0702700	4341979	
Os06g0725300	4342109	
Os07g0115300	4342251	00940+1.11.1.7
Os07g0133700	4342342	
Os07g0170100	4342508	
Os07g0170100	4342508	
Os07g0282500		
Os07g0406300	4342988	00480+1.1.1.49
Os07g0406300	4342988	00030+1.1.1.49
Os07g0406300	4342988	00480+1.1.1.49
Os07g0406300	4342988	00030+1.1.1.49
Os07g0412100	4343010	00500+2.4.1.21
Os07g0412100	4343010	00500+2.4.1.21
Os07g0420700		
Os07g0435100	4343069	
Os07g0474600		
Os07g0477250		00270+2.5.1.6
Os07g0502900	4343319	
Os07g0517900		
Os07g0518500	4343395	
Os07g0518500	4343395	
Os07g0518500	4343395	
Os07g0518500	4343395	
Os07g0519100	9268990	
Os07g0519300		
Os07g0519600		
Os07g0520100		
Os07g0538000	4343482	00500+3.2.1.39
Os07g0539100	4343487	00500+3.2.1.39
Os07g0539100	4343487	00500+3.2.1.39
Os07g0539300	9268304	00500+3.2.1.39
Os07g0539300	9268304	00500+3.2.1.39
Os07g0539400		00500+3.2.1.39
Os07g0539900	4343492	00500+3.2.1.39
Os07g0541000	4343498	
Os07g0541200		
Os07g0553400	4343555	
Os07g0616200	4343906	
Os07g0617500	4343914	
Os07g0659800	4344172	
Os07g0661400	4344182	
Os07g0678300	4344285	05170+2.7.11.1
Os07g0678300	4344285	05163+2.7.11.1
Os07g0678300	4344285	04150+2.7.11.1
Os07g0678300	4344285	04714+2.7.11.1
Os07g0678300	4344285	05165+2.7.11.1
Os07g0678300	4344285	04926+2.7.11.1
Os07g0678300	4344285	04151+2.7.11.1
Os07g0678600	4344287	05170+2.7.11.1
Os07g0678600	4344287	05163+2.7.11.1
Os07g0678600	4344287	04150+2.7.11.1
Os07g0678600	4344287	04714+2.7.11.1
Os07g0678600	4344287	05165+2.7.11.1
Os07g0678600	4344287	04926+2.7.11.1
Os07g0678600	4344287	04151+2.7.11.1
Os07g0678600	4344287	05170+2.7.11.1
Os07g0678600	4344287	05163+2.7.11.1
Os07g0678600	4344287	04150+2.7.11.1
Os07g0678600	4344287	04714+2.7.11.1
Os07g0678600	4344287	05165+2.7.11.1
Os07g0678600	4344287	04926+2.7.11.1
Os07g0678600	4344287	04151+2.7.11.1
Os07g0678600	4344287	05170+2.7.11.1
Os07g0678600	4344287	05163+2.7.11.1
Os07g0678600	4344287	04150+2.7.11.1
Os07g0678600	4344287	04714+2.7.11.1
Os07g0678600	4344287	05165+2.7.11.1
Os07g0678600	4344287	04926+2.7.11.1
Os07g0678600	4344287	04151+2.7.11.1
Os07g0679300	4344290	00561+3.2.1.22
Os07g0679300	4344290	00052+3.2.1.22
Os07g0679300	4344290	00600+3.2.1.22
Os07g0679300	4344290	00603+3.2.1.22
Os07g0687900	4344351	00052+2.4.1.123
Os07g0690400	4344366	04658+3.1.3.16
Os07g0690400	4344366	04660+3.1.3.16
Os07g0690400	4344366	04658+3.1.3.16
Os07g0690400	4344366	04660+3.1.3.16
Os07g0693800	4344389	
Os07g0693800	4344389	
Os08g0105400	4344445	
Os08g0105600		
Os08g0105700		
Os08g0114100	4344507	00906+5.2.1.14
Os08g0123900		
Os08g0124000	4344555	
Os08g0124000	4344555	
Os08g0124100	4344556	
Os08g0124500	4344557	
Os08g0124500	4344557	
Os08g0124600		
Os08g0124700	4344558	
Os08g0125200		
Os08g0125800	4344563	
Os08g0126300	4344564	
Os08g0126300	4344564	00710+1.2.1.12
Os08g0126300	4344564	00010+1.2.1.12
Os08g0126300	4344564	00710+1.2.1.12
Os08g0126300	4344564	00010+1.2.1.12
Os08g0136300	4344615	
Os08g0136500	4344616	
Os08g0136700	4344618	
Os08g0136800	4344619	
Os08g0151800	4344670	
Os08g0167500	4344752	
Os08g0167500	4344752	
Os08g0216000		
Os08g0244500		00500+3.2.1.39
Os08g0300300	4345218	
Os08g0360100		
Os08g0372700	107275487	
Os08g0373000	107276515	
Os08g0376500		
Os08g0376550		
Os08g0406400		
Os08g0415900		
Os08g0428400	4345625	
Os08g0428400	4345625	
Os08g0468100	4345795	
Os08g0468100	4345795	
Os08g0468100	4345795	
Os08g0468700	4345798	
Os08g0476900	4345831	
Os08g0477100	4345832	
Os08g0481950	9270160	00740+3.5.4.25+4.1.99.12
Os08g0481950	9270160	00790+3.5.4.25
Os08g0481950	9270160	00740+4.1.99.12
Os08g0481950	9270160	00740+3.5.4.25
Os08g0489300	9272626	
Os08g0489300	9272626	
Os08g0489300	9272626	
Os08g0527700		
Os08g0527733		
Os08g0536000	4346159	00620+1.2.4.1
Os08g0536000	4346159	00010+1.2.4.1
Os08g0536000	4346159	00020+1.2.4.1
Os08g0562800		
Os08g0562800		
Os09g0240500	4346475	
Os09g0240500	4346475	
Os09g0240500	4346475	
Os09g0240500	4346475	
Os09g0250700	4346513	
Os09g0315000		
Os09g0397300		00500+2.4.1.15
Os09g0417600	4347069	
Os09g0417600	4347069	
Os09g0417600	4347069	
Os09g0417600	4347069	
Os09g0436800		
Os09g0441400	4347176	
Os09g0448200		
Os09g0448200		
Os09g0469950		
Os09g0494200	4347451	00520+3.2.1.14
Os09g0494200	4347451	00520+3.2.1.14
Os09g0497000	4347459	
Os09g0511600		
Os09g0511600		
Os09g0511600		
Os09g0518000		
Os09g0526700	4347638	00052+5.1.3.2
Os09g0526700	4347638	00520+5.1.3.2
Os09g0526700	4347638	00052+5.1.3.2
Os09g0526700	4347638	00520+5.1.3.2
Os09g0532400	4347674	
Os09g0532400	4347674	
Os09g0535500	4347695	
Os09g0548400	4347775	
Os09g0555150	9271189	
Os10g0167300		00680+4.2.1.11
Os10g0167300		00010+4.2.1.11
Os10g0167300		00680+4.2.1.11
Os10g0167300		00010+4.2.1.11
Os10g0175800		
Os10g0184871		
Os10g0191300	4348237	
Os10g0213700	4348287	
Os10g0341700	4348359	
Os10g0341700	4348359	
Os10g0341700	4348359	
Os10g0341700	4348359	
Os10g0458900	4348808	
Os10g0492900		00561+3.2.1.22
Os10g0492900		00052+3.2.1.22
Os10g0492900		00600+3.2.1.22
Os10g0492900		00603+3.2.1.22
Os10g0509401	9269286	
Os10g0509600	4349083	
Os10g0542900	4349267	00520+3.2.1.14
Os10g0543400		00520+3.2.1.14
Os10g0554200	4349339	
Os10g0554200	4349339	
Os10g0569300	4349447	
Os10g0573400	4349472	
Os11g0104300	4349543	
Os11g0104400	4349544	
Os11g0116550	9269169	
Os11g0123033		00970+6.3.5.7
Os11g0197500	4349996	
Os11g0216300		
Os11g0216300		
Os11g0225000		
Os11g0455500		00270+3.3.1.1
Os11g0455500		00270+3.3.1.1
Os11g0484500	4350528	00030+1.1.1.44
Os11g0484500	4350528	00480+1.1.1.44
Os11g0484500	4350528	00030+1.1.1.44
Os11g0484500	4350528	00480+1.1.1.44
Os11g0539500	4350663	
Os11g0549900	9272501	
Os11g0550500		
Os11g0559200	9271075	
Os11g0569600	4350749	
Os11g0569733		
Os11g0575600	4350766	
Os11g0587000	107276001	
Os11g0587000	107276001	00906+5.2.1.14
Os11g0592000	4350821	
Os11g0592100	4350822	
Os11g0599200	9266321	
Os11g0608700		
Os11g0610600		
Os11g0633500		
Os11g0649700	4351034	
Os11g0691800	9266918	
Os12g0104300	4351252	
Os12g0104300	4351252	
Os12g0104400	4351253	
Os12g0116000	4351323	
Os12g0116000	4351323	
Os12g0181500	4351675	
Os12g0181600	4351676	
Os12g0194900	4351717	
Os12g0257000	4351908	
Os12g0257000	4351908	
Os12g0257000	4351908	
Os12g0258200	4351914	
Os12g0277500	4351976	
Os12g0277500	4351976	
Os12g0277500	4351976	
Os12g0277500	4351976	
Os12g0428000	4352104	
Os12g0438600		
Os12g0443700	4352148	00970+6.1.1.15
Os12g0443700	4352148	00970+6.1.1.15
Os12g0443700	4352148	00970+6.1.1.15
Os12g0450300	107275869	
Os12g0503000	4352286	
Os12g0503000	4352286	
Os12g0503000	4352286	
Os12g0503000	4352286	
Os12g0548100	4352458	
Os12g0559200	4352505	
Os12g0559200	4352505	
Os12g0559934		
Os12g0560200		
Os12g0562400	4352524	00562+3.1.4.11
Os12g0562400	4352524	04070+3.1.4.11
Os12g0611100		
Os12g0641400	9266530	
Os12g0641400	9266530	
