Gene stable ID	NCBI gene ID	KEGG Pathway and Enzyme ID
Os01g0165100	4327135	
Os01g0166100	4327139	
Os01g0166500	4327143	
Os01g0167800		
Os01g0170000		
Os01g0172100	4327644	
Os01g0173900	4327122	
Os01g0175600		
Os01g0175700	107275818	
Os01g0176000	4326218	
Os01g0176100	4326219	
Os01g0176200	4326220	
Os01g0176200	4326220	
Os01g0178000	4323866	
Os01g0178000	4323866	
Os01g0179000	4323875	
Os01g0179600	4323880	
Os01g0180400		
Os01g0185300	4325654	
Os01g0185300	4325654	
Os01g0185900	4325657	
Os01g0201200	4327068	
Os01g0201600	4327070	
Os01g0206300	4327092	05170+2.7.11.1
Os01g0206300	4327092	05163+2.7.11.1
Os01g0206300	4327092	04150+2.7.11.1
Os01g0206300	4327092	04714+2.7.11.1
Os01g0206300	4327092	05165+2.7.11.1
Os01g0206300	4327092	04926+2.7.11.1
Os01g0206300	4327092	04151+2.7.11.1
Os01g0207200		
Os01g0207600		
Os01g0208700	4325531	00680+4.1.1.31
Os01g0208700	4325531	00710+4.1.1.31
Os01g0208700	4325531	00620+4.1.1.31
Os01g0208700	4325531	00720+4.1.1.31
Os01g0209700	4325537	
Os01g0210900	4325562	
Os01g0211000	9267882	
Os01g0211200	4325563	
Os01g0211600		
Os01g0213400	4325572	
Os01g0217500	4324580	
Os01g0225000	4326735	
Os01g0227100	4327178	
Os01g0227100	4327178	
Os01g0227400		
Os01g0227500		
Os01g0229900	9272170	
Os01g0229900	9272170	
Os01g0229900	9272170	
Os01g0233100		
Os01g0233500	4324288	
Os01g0233900		
Os01g0236800	9268236	00500+3.2.1.2
Os01g0240600		
Os01g0240700	4326371	
Os01g0246700		
Os01g0253900	4327707	
Os01g0253900	4327707	
Os01g0257100	4326228	
Os01g0257300	4326229	
Os01g0268600	4326262	
Os01g0275900		
Os01g0281000	4326912	
Os01g0292900	4325162	
Os01g0292900	4325162	
Os01g0303600	4323902	
Os01g0311300		
Os01g0311800	4327282	00040+3.1.1.11
Os01g0311800	4327282	00040+3.1.1.11
Os01g0328700	4326980	00620+1.8.1.4
Os01g0328700	4326980	00280+1.8.1.4
Os01g0328700	4326980	00640+1.8.1.4
Os01g0328700	4326980	00260+1.8.1.4
Os01g0328700	4326980	00020+1.8.1.4
Os01g0328700	4326980	00010+1.8.1.4
Os01g0337500	4326846	00190+3.6.1.1
Os01g0342750		
Os01g0348600	4326503	00592+4.2.1.17
Os01g0348600	4326503	00360+4.2.1.17
Os01g0348600	4326503	00410+4.2.1.17
Os01g0348600	4326503	00930+4.2.1.17+1.1.1.35
Os01g0348600	4326503	00362+4.2.1.17+1.1.1.35
Os01g0348600	4326503	00720+4.2.1.17+1.1.1.35
Os01g0348600	4326503	00071+5.1.2.3+4.2.1.17+1.1.1.35
Os01g0348600	4326503	00903+4.2.1.17
Os01g0348600	4326503	00380+4.2.1.17+1.1.1.35
Os01g0348600	4326503	00623+1.1.1.35
Os01g0348600	4326503	00640+4.2.1.17
Os01g0348600	4326503	00062+4.2.1.17+1.1.1.35
Os01g0348600	4326503	00310+4.2.1.17+1.1.1.35
Os01g0348600	4326503	00281+4.2.1.17+1.1.1.35
Os01g0348600	4326503	00627+4.2.1.17
Os01g0348600	4326503	00650+5.1.2.3+4.2.1.17+1.1.1.35
Os01g0348600	4326503	00280+4.2.1.17+1.1.1.35
Os01g0348600	4326503	00071+4.2.1.17+1.1.1.35
Os01g0348600	4326503	00650+4.2.1.17+1.1.1.35
Os01g0348600	4326503	00592+4.2.1.17
Os01g0348600	4326503	00360+4.2.1.17
Os01g0348600	4326503	00410+4.2.1.17
Os01g0348600	4326503	00930+4.2.1.17+1.1.1.35
Os01g0348600	4326503	00362+4.2.1.17+1.1.1.35
Os01g0348600	4326503	00720+4.2.1.17+1.1.1.35
Os01g0348600	4326503	00071+5.1.2.3+4.2.1.17+1.1.1.35
Os01g0348600	4326503	00903+4.2.1.17
Os01g0348600	4326503	00380+4.2.1.17+1.1.1.35
Os01g0348600	4326503	00623+1.1.1.35
Os01g0348600	4326503	00640+4.2.1.17
Os01g0348600	4326503	00062+4.2.1.17+1.1.1.35
Os01g0348600	4326503	00310+4.2.1.17+1.1.1.35
Os01g0348600	4326503	00281+4.2.1.17+1.1.1.35
Os01g0348600	4326503	00627+4.2.1.17
Os01g0348600	4326503	00650+5.1.2.3+4.2.1.17+1.1.1.35
Os01g0348600	4326503	00280+4.2.1.17+1.1.1.35
Os01g0348600	4326503	00071+4.2.1.17+1.1.1.35
Os01g0348600	4326503	00650+4.2.1.17+1.1.1.35
Os01g0348600	4326503	00592+4.2.1.17
Os01g0348600	4326503	00360+4.2.1.17
Os01g0348600	4326503	00410+4.2.1.17
Os01g0348600	4326503	00930+4.2.1.17+1.1.1.35
Os01g0348600	4326503	00362+4.2.1.17+1.1.1.35
Os01g0348600	4326503	00720+4.2.1.17+1.1.1.35
Os01g0348600	4326503	00903+4.2.1.17
Os01g0348600	4326503	00380+4.2.1.17+1.1.1.35
Os01g0348600	4326503	00623+1.1.1.35
Os01g0348600	4326503	00640+4.2.1.17
Os01g0348600	4326503	00062+4.2.1.17+1.1.1.35
Os01g0348600	4326503	00310+4.2.1.17+1.1.1.35
Os01g0348600	4326503	00281+4.2.1.17+1.1.1.35
Os01g0348600	4326503	00627+4.2.1.17
Os01g0348600	4326503	00280+4.2.1.17+1.1.1.35
Os01g0348600	4326503	00071+4.2.1.17+1.1.1.35
Os01g0348600	4326503	00650+4.2.1.17+1.1.1.35
Os01g0349800	4326475	
Os01g0351800	4326481	
Os01g0352100	4326482	
Os01g0353400	4326483	00983+2.5.1.18
Os01g0353400	4326483	00982+2.5.1.18
Os01g0353400	4326483	00980+2.5.1.18
Os01g0353400	4326483	00480+2.5.1.18
Os01g0355800		
Os01g0356400	4326284	
Os01g0357100	4326014	00920+1.8.1.2
Os01g0357100	4326014	00920+1.8.1.2
Os01g0358700	4326023	
Os01g0359400	4326024	
Os01g0359400	4326024	
Os01g0359400	4326024	
Os01g0361500		
Os01g0362100	4325812	
Os01g0366300		
Os01g0368900	4325734	
Os01g0369700	4325704	00983+2.5.1.18
Os01g0369700	4325704	00982+2.5.1.18
Os01g0369700	4325704	00980+2.5.1.18
Os01g0369700	4325704	00480+2.5.1.18
Os01g0369700	4325704	00983+2.5.1.18
Os01g0369700	4325704	00982+2.5.1.18
Os01g0369700	4325704	00980+2.5.1.18
Os01g0369700	4325704	00480+2.5.1.18
Os01g0370200	4325707	00983+2.5.1.18
Os01g0370200	4325707	00982+2.5.1.18
Os01g0370200	4325707	00980+2.5.1.18
Os01g0370200	4325707	00480+2.5.1.18
Os01g0370600		
Os01g0370900		00983+2.5.1.18
Os01g0370900		00982+2.5.1.18
Os01g0370900		00980+2.5.1.18
Os01g0370900		00480+2.5.1.18
Os01g0371200	4325710	00983+2.5.1.18
Os01g0371200	4325710	00982+2.5.1.18
Os01g0371200	4325710	00980+2.5.1.18
Os01g0371200	4325710	00480+2.5.1.18
Os01g0372400	4325715	
Os01g0375200	4325444	00400+4.2.1.10
Os01g0375200	4325444	00400+1.1.1.25
Os01g0375200	4325444	00400+4.2.1.10
Os01g0375200	4325444	00400+1.1.1.25
Os01g0375200	4325444	00400+4.2.1.10
Os01g0375200	4325444	00400+1.1.1.25
Os01g0375500		00400+4.2.1.10
Os01g0375500		00400+1.1.1.25
Os01g0377000	4325449	
Os01g0389200	4325227	
Os01g0389700	4325228	
Os01g0498300	4324540	
Os01g0499300	4324542	
Os01g0502700		
Os01g0504500	4324490	
Os01g0504500	4324490	
Os01g0505400		
Os01g0505400		
Os01g0515300	107275806	
Os01g0533900		
Os01g0533900		
Os01g0535400		
Os01g0541800	4326868	
Os01g0547600	107277478	
Os01g0548600		
Os01g0557100	4324570	
Os01g0557500	4324573	
Os01g0560000	4324686	
Os01g0560000	4324686	
Os01g0570700		00250+6.3.5.5
Os01g0570700		00240+6.3.5.5
Os01g0575200	4326315	
Os01g0590700	9267860	
Os01g0590700	9267860	
Os01g0591300	4326376	
Os01g0591300	4326376	
Os01g0598600	4325964	
Os01g0598600	4325964	
Os01g0600400		
Os01g0600500		
Os01g0601651		
Os01g0601675	9268844	
Os01g0605100		00230+3.6.1.3
Os01g0607200	4324220	
Os01g0607200	4324220	
Os01g0613100	107277460	
Os01g0613500	4325325	
Os01g0614900	4326644	
Os01g0614900	4326644	
Os01g0615050		
Os01g0615200	4326647	
Os01g0617650		
Os01g0618800		
Os01g0618800		
Os01g0621200		
Os01g0623200	4326677	
Os01g0628700	4326663	
Os01g0631200		00860+4.99.1.4+1.3.1.76+2.1.1.107
Os01g0636400	4326572	
Os01g0636500	4326573	
Os01g0637500		
Os01g0645200	4325917	
Os01g0645200	4325917	
Os01g0645200	4325917	
Os01g0647000	4325927	
Os01g0647000	4325927	
Os01g0647100	4325928	
Os01g0648000	4326245	
Os01g0649200		
Os01g0654500	4324176	00720+1.1.1.42
Os01g0654500	4324176	00480+1.1.1.42
Os01g0654500	4324176	00020+1.1.1.42
Os01g0663300		
Os01g0665500		
Os01g0668901	107276023	05170+2.7.11.1
Os01g0668901	107276023	05163+2.7.11.1
Os01g0668901	107276023	04150+2.7.11.1
Os01g0668901	107276023	04714+2.7.11.1
Os01g0668901	107276023	05165+2.7.11.1
Os01g0668901	107276023	04926+2.7.11.1
Os01g0668901	107276023	04151+2.7.11.1
Os01g0669100	4326332	05170+2.7.11.1
Os01g0669100	4326332	05163+2.7.11.1
Os01g0669100	4326332	04150+2.7.11.1
Os01g0669100	4326332	04714+2.7.11.1
Os01g0669100	4326332	05165+2.7.11.1
Os01g0669100	4326332	04926+2.7.11.1
Os01g0669100	4326332	04151+2.7.11.1
Os01g0669100	4326332	05170+2.7.11.1
Os01g0669100	4326332	05163+2.7.11.1
Os01g0669100	4326332	04150+2.7.11.1
Os01g0669100	4326332	04714+2.7.11.1
Os01g0669100	4326332	05165+2.7.11.1
Os01g0669100	4326332	04926+2.7.11.1
Os01g0669100	4326332	04151+2.7.11.1
Os01g0670100	4326333	05170+2.7.11.1
Os01g0670100	4326333	05163+2.7.11.1
Os01g0670100	4326333	04150+2.7.11.1
Os01g0670100	4326333	04714+2.7.11.1
Os01g0670100	4326333	05165+2.7.11.1
Os01g0670100	4326333	04926+2.7.11.1
Os01g0670100	4326333	04151+2.7.11.1
Os01g0672500		00500+2.4.1.34
Os01g0674800		
Os01g0689900	4327947	05170+2.7.11.1
Os01g0689900	4327947	05163+2.7.11.1
Os01g0689900	4327947	04150+2.7.11.1
Os01g0689900	4327947	04714+2.7.11.1
Os01g0689900	4327947	05165+2.7.11.1
Os01g0689900	4327947	04926+2.7.11.1
Os01g0689900	4327947	04151+2.7.11.1
Os01g0689900	4327947	05170+2.7.11.1
Os01g0689900	4327947	05163+2.7.11.1
Os01g0689900	4327947	04150+2.7.11.1
Os01g0689900	4327947	04714+2.7.11.1
Os01g0689900	4327947	05165+2.7.11.1
Os01g0689900	4327947	04926+2.7.11.1
Os01g0689900	4327947	04151+2.7.11.1
Os01g0689900	4327947	
Os01g0689900	4327947	05170+2.7.11.1
Os01g0689900	4327947	05163+2.7.11.1
Os01g0689900	4327947	04150+2.7.11.1
Os01g0689900	4327947	04714+2.7.11.1
Os01g0689900	4327947	05165+2.7.11.1
Os01g0689900	4327947	04926+2.7.11.1
Os01g0689900	4327947	04151+2.7.11.1
Os01g0692100	4325643	
Os01g0692300		
Os01g0692600		
Os01g0693800	4325651	
Os01g0697100	4325293	
Os01g0698900	9270256	
Os01g0699400		
Os01g0704100	4324249	
Os01g0704100	4324249	
Os01g0704700		
Os01g0708500	4327684	
Os01g0708500	4327684	
Os01g0708500	4327684	
Os01g0709500		
Os01g0709500		
Os01g0709500		
Os01g0709500		
Os01g0710700	4327831	
Os01g0711600	4325934	
Os01g0713200		00500+3.2.1.39
Os01g0719300	4324697	
Os01g0723100	4324670	
Os01g0723800	4324720	
Os01g0723800	4324720	
Os01g0730200		
Os01g0730700	4324426	
Os01g0732200	4324152	
Os01g0734200		
Os01g0734466		
Os01g0734800	4324166	
Os01g0734800	4324166	
Os01g0735900		
Os01g0740500		
Os01g0740600		
Os01g0740650		
Os01g0742400	4326546	
Os01g0742400	4326546	
Os01g0743300	4326550	
Os01g0746700	4326178	
Os01g0748000	4325546	
Os01g0752200	4324637	
Os01g0755700	4325138	
Os01g0757200	4325145	
Os01g0758200	4325308	
Os01g0758400		04070+2.7.7.41
Os01g0758400		00564+2.7.7.41
Os01g0758400		04070+2.7.7.41
Os01g0758400		00564+2.7.7.41
Os01g0761300		
Os01g0761300		
Os01g0764000	4326887	00983+2.5.1.18
Os01g0764000	4326887	00982+2.5.1.18
Os01g0764000	4326887	00980+2.5.1.18
Os01g0764000	4326887	00480+2.5.1.18
Os01g0764000	4326887	
Os01g0764000	4326887	00983+2.5.1.18
Os01g0764000	4326887	00982+2.5.1.18
Os01g0764000	4326887	00980+2.5.1.18
Os01g0764000	4326887	00480+2.5.1.18
Os01g0767900	4325503	
Os01g0768200	4325505	
Os01g0769700	4325600	
Os01g0769700	4325600	
Os01g0770800	4324611	
Os01g0773100	4324715	
Os01g0773100	4324715	
Os01g0776600	4327894	
Os01g0776600	4327894	
Os01g0776600	4327894	
Os01g0778800	4326432	
Os01g0779100		
Os01g0782800	9271041	
Os01g0785900	4327046	
Os01g0785900	4327046	
Os01g0786800		
Os01g0793500	4324130	
Os01g0795100		
Os01g0795200		
Os01g0795400		
Os01g0795600		
Os01g0795832	107278632	
Os01g0796400	4325632	00592+4.2.1.17
Os01g0796400	4325632	00360+4.2.1.17
Os01g0796400	4325632	00410+4.2.1.17
Os01g0796400	4325632	00930+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00362+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00720+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00903+4.2.1.17
Os01g0796400	4325632	00380+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00623+1.1.1.35
Os01g0796400	4325632	00640+4.2.1.17
Os01g0796400	4325632	00062+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00310+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00281+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00627+4.2.1.17
Os01g0796400	4325632	00280+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00071+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00650+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00592+4.2.1.17
Os01g0796400	4325632	00360+4.2.1.17
Os01g0796400	4325632	00410+4.2.1.17
Os01g0796400	4325632	00930+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00362+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00720+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00071+5.1.2.3+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00903+4.2.1.17
Os01g0796400	4325632	00380+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00623+1.1.1.35
Os01g0796400	4325632	00640+4.2.1.17
Os01g0796400	4325632	00062+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00310+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00281+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00627+4.2.1.17
Os01g0796400	4325632	00650+5.1.2.3+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00280+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00071+4.2.1.17+1.1.1.35
Os01g0796400	4325632	00650+4.2.1.17+1.1.1.35
Os01g0801600	4327964	00564+1.1.1.94
Os01g0805400	4327545	
Os01g0805700	4327548	
Os01g0805700	4327548	
Os01g0807900	4327558	
Os01g0807900	4327558	
Os01g0812100		
Os01g0814400		
Os01g0814400		
Os01g0814400		
Os01g0817700	4327493	00010+5.4.2.12
Os01g0817700	4327493	00680+5.4.2.12
Os01g0817700	4327493	00260+5.4.2.12
Os01g0817700	4327493	00010+5.4.2.12
Os01g0817700	4327493	00680+5.4.2.12
Os01g0817700	4327493	00260+5.4.2.12
Os01g0820000		
Os01g0822200	4327615	
Os01g0823100	4327568	
Os01g0832900	4327402	
Os01g0847200	4327472	
Os01g0847200	4327472	
Os01g0847600	4327475	
Os01g0847700	4327476	
Os01g0850900	4324804	
Os01g0855000	4324826	
Os01g0855000	4324826	
Os01g0855000	4324826	
Os01g0855200	4324827	
Os01g0857400	4324757	
Os01g0863500	4324785	
Os01g0864500	4324791	
Os01g0865100	4324793	00232+1.7.3.3
Os01g0865100	4324793	00230+1.7.3.3
Os01g0865100	4324793	00232+1.7.3.3
Os01g0865100	4324793	00230+1.7.3.3
Os01g0865400	4324794	
Os01g0871300	4324941	
Os01g0871300	4324941	
Os01g0871600		
Os01g0873100		
Os01g0873900		
Os01g0874300	4324770	
Os01g0875000	4324774	
Os01g0878800	4325095	
Os01g0878800	4325095	
Os01g0878900	4324833	
Os01g0881000		
Os01g0882800	4324999	
Os01g0884300	4325006	
Os01g0888900	4324903	
Os01g0894300	4324962	
Os01g0894300	4324962	
Os01g0897200		
Os01g0897200		
Os01g0897200		
Os01g0902700	4325014	
Os01g0902800		
Os01g0908700		
Os01g0915600	4324327	
Os01g0916400	4324333	
Os01g0926300	4327239	00030+2.2.1.2
Os01g0926400	4327240	
Os01g0926400	4327240	
Os01g0926400	4327240	
Os01g0927300	4326954	
Os01g0928000		
Os01g0929000	4326967	
Os01g0930400	4326945	
Os01g0931400	4326818	00730+2.7.6.2
Os01g0931400	4326818	00730+2.7.6.2
Os01g0934400		
Os01g0934900		
Os01g0937100	4326530	
Os01g0940800	4326519	00500+3.2.1.39
Os01g0942300		00500+3.2.1.39
Os01g0945100		
Os01g0945200		
Os01g0945300	4325823	
Os01g0945300	4325823	
Os01g0945600	4325824	
Os01g0945700		
Os01g0951400	4325740	00240+2.4.2.10
Os01g0951400	4325740	00983+2.4.2.10
Os01g0951400	4325740	00240+4.1.1.23
Os01g0951400	4325740	00240+2.4.2.10
Os01g0951400	4325740	00983+2.4.2.10
Os01g0951400	4325740	00240+4.1.1.23
Os01g0952700	4325749	
Os01g0955100		
Os01g0955400	107277511	
Os01g0955600		
Os01g0955700	4325409	
Os01g0956200	4325410	
Os01g0957000	4325416	00760+2.7.1.23
Os01g0957000	4325416	00760+2.7.1.23
Os01g0959100	4325395	
Os01g0960900		
Os01g0962200		
Os01g0962700	4324554	00940+1.11.1.7
Os01g0966700	4324001	00052+3.2.1.26
Os01g0966700	4324001	00500+3.2.1.26
Os01g0966700	4324001	
Os01g0972200	4326394	
Os01g0973000	4326398	
Os01g0973500	4326402	
Os01g0976300	4324307	
Os01g0977200		
Os02g0101000	4327977	
Os02g0101000	4327977	
Os02g0102600	4327990	
Os02g0106100	4328018	00052+3.2.1.26
Os02g0106100	4328018	00500+3.2.1.26
Os02g0112900	4328053	
Os02g0113200		
Os02g0114200	4328060	
Os02g0114200	4328060	
Os02g0115900	4328075	
Os02g0115900	4328075	
Os02g0115900	4328075	
Os02g0116400		
Os02g0121700	4328124	
Os02g0125200		
Os02g0134000		
Os02g0141300	4328266	00520+2.7.1.46
Os02g0141300	4328266	00052+2.7.1.6
Os02g0141300	4328266	00520+2.7.1.6
Os02g0153100		
Os02g0153200		
Os02g0153700		
Os02g0154000	4328340	
Os02g0156400		
Os02g0160900	9267626	
Os02g0161100	4328384	
Os02g0173200	4328452	
Os02g0178500	4328493	
Os02g0180700	4328509	
Os02g0184700	4328530	
Os02g0186500	4328540	
Os02g0186500	4328540	
Os02g0187100		00630+3.5.1.9
Os02g0187100		00380+3.5.1.9
Os02g0187800	4328552	
Os02g0187800	4328552	
Os02g0188000		
Os02g0189400	4328562	
Os02g0189800	4328566	
Os02g0190000	9269254	
Os02g0190300	4328570	
Os02g0190500	4328571	
Os02g0195300	4328607	
Os02g0196600	4328616	
Os02g0196800	4328618	00643+3.7.1.2
Os02g0196800	4328618	00350+3.7.1.2
Os02g0196800	4328618	00643+3.7.1.2
Os02g0196800	4328618	00350+3.7.1.2
Os02g0197750		
Os02g0203300		
Os02g0209100		
Os02g0218200	4328737	
Os02g0218200	4328737	
Os02g0221600	4328759	
Os02g0227200		
Os02g0231700	4328808	
Os02g0232400	4328812	
Os02g0232400	4328812	
Os02g0240100	4328841	00940+1.11.1.7
Os02g0240300	4328842	00940+1.11.1.7
Os02g0250400	4328886	
Os02g0250400	4328886	
Os02g0250400	4328886	
Os02g0255700		
Os02g0255700		
Os02g0266000	4328957	00400+5.3.1.24
Os02g0269600		
Os02g0270200		
Os02g0270800		
Os02g0270900		
Os02g0271000	4328982	
Os02g0271600		
Os02g0274100	4328997	00592+4.2.1.17
Os02g0274100	4328997	00360+4.2.1.17
Os02g0274100	4328997	00410+4.2.1.17
Os02g0274100	4328997	00930+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00362+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00720+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00071+5.1.2.3+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00903+4.2.1.17
Os02g0274100	4328997	00380+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00623+1.1.1.35
Os02g0274100	4328997	00640+4.2.1.17
Os02g0274100	4328997	00062+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00310+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00281+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00627+4.2.1.17
Os02g0274100	4328997	00650+5.1.2.3+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00280+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00071+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00650+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00071+5.1.2.3+4.2.1.17+1.1.1.35+5.3.3.8
Os02g0274100	4328997	00592+4.2.1.17
Os02g0274100	4328997	00360+4.2.1.17
Os02g0274100	4328997	00410+4.2.1.17
Os02g0274100	4328997	00930+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00362+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00720+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00071+5.1.2.3+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00903+4.2.1.17
Os02g0274100	4328997	00380+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00623+1.1.1.35
Os02g0274100	4328997	00640+4.2.1.17
Os02g0274100	4328997	00062+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00310+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00281+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00627+4.2.1.17
Os02g0274100	4328997	00650+5.1.2.3+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00280+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00071+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00650+4.2.1.17+1.1.1.35
Os02g0274100	4328997	00071+5.1.2.3+4.2.1.17+1.1.1.35+5.3.3.8
Os02g0278400		
Os02g0278400		
Os02g0280700	4329022	
Os02g0285800	4329037	
Os02g0285800	4329037	
Os02g0293300	4329065	
Os02g0306401	9267778	
Os02g0318450		
Os02g0318500		
Os02g0326600		
Os02g0327500	4329194	
Os02g0331200	4329210	
Os02g0331200	4329210	
Os02g0465400	4329318	
Os02g0469600	4329339	
Os02g0518600	4329486	
Os02g0519100		
Os02g0520750	9269523	
Os02g0526400		
Os02g0528900		
Os02g0532300	4329550	
Os02g0532300	4329550	
Os02g0538700	4329582	
Os02g0538700	4329582	
Os02g0549200	4329618	
Os02g0553000		
Os02g0556000		
Os02g0558100	4329678	
Os02g0558100	4329678	
Os02g0558100	4329678	
Os02g0559800	107276747	
Os02g0559800	107276749	
Os02g0559800	107276750	
Os02g0559800	107276748	
Os02g0559800	107276751	
Os02g0559800	4329685	
Os02g0560200	107276747	
Os02g0560200	107276750	
Os02g0560200	107276749	
Os02g0560200	107276751	
Os02g0560200	107276748	
Os02g0560200	4329685	
Os02g0560600	107276747	
Os02g0560600	107276750	
Os02g0560600	107276749	
Os02g0560600	107276751	
Os02g0560600	107276748	
Os02g0560600	4329685	
Os02g0561000	107276748	
Os02g0561000	4329685	
Os02g0561000	107276747	
Os02g0561000	107276750	
Os02g0561000	107276749	
Os02g0561000	107276751	
Os02g0561400	107276750	
Os02g0561400	107276749	
Os02g0561400	107276748	
Os02g0561400	4329685	
Os02g0561400	107276747	
Os02g0561400	107276751	
Os02g0561800	107276747	
Os02g0561800	107276750	
Os02g0561800	107276749	
Os02g0561800	107276751	
Os02g0561800	107276748	
Os02g0561800	4329685	
Os02g0561900		
Os02g0562600		
