Gene stable ID	NCBI gene ID	KEGG Pathway and Enzyme ID
Os01g0851700	4324810	00500+2.4.1.1
Os01g0855200	4324827	
Os01g0856500	4324749	
Os01g0856500	4324749	
Os01g0856500	4324749	
Os01g0856500	4324749	
Os01g0856900	4324752	
Os01g0860500	4325067	00520+3.2.1.14
Os01g0862200	4324744	
Os01g0862200	4324744	
Os01g0866400		00030+3.1.3.11
Os01g0866400		00710+3.1.3.11
Os01g0866400		00010+3.1.3.11
Os01g0866400		00680+3.1.3.11
Os01g0866400		00051+3.1.3.11
Os01g0869800	4324933	
Os01g0873100		
Os01g0875700	4324778	
Os01g0880300	4324842	00040+3.1.1.11
Os01g0882500	4324998	
Os01g0883000		
Os01g0885300	4324882	
Os01g0885300	4324882	
Os01g0885300	4324882	
Os01g0885600	4324884	
Os01g0889800	4324908	
Os01g0894600	4324964	
Os01g0894600	4324964	
Os01g0894600	4324964	
Os01g0894700	4324965	
Os01g0895100	4324967	
Os01g0895100	4324967	
Os01g0899500	4325033	
Os01g0899500	4325033	
Os01g0911300		
Os01g0912700	4324318	
Os01g0917400	4324354	
Os01g0917400	4324354	
Os01g0917400	4324354	
Os01g0919700	4324367	
Os01g0921800	4327753	
Os01g0922100	4327244	
Os01g0922800		
Os01g0924000	4327257	
Os01g0924000	4327257	
Os01g0930000	4326942	
Os01g0930800	4326948	
Os01g0931100	4326815	
Os01g0931100	4326815	
Os01g0934400		
Os01g0937300		
Os01g0937300		
Os01g0937300		
Os01g0938100	4326537	
Os01g0940800	4326519	00500+3.2.1.39
Os01g0941200	4326520	00500+3.2.1.39
Os01g0942300		00500+3.2.1.39
Os01g0944700		00500+3.2.1.39
Os01g0950866	4325770	00473+5.1.1.1
Os01g0956500		
Os01g0958100	4325387	
Os01g0958100	4325387	
Os01g0959900	4325238	
Os01g0959900	4325238	
Os01g0960400	4325243	
Os01g0960400	4325243	
Os01g0960400	4325243	
Os01g0960600	9271196	
Os01g0961200	4325249	
Os01g0963400		
Os01g0963600	4324459	
Os01g0965900	4324469	
Os01g0966200	4324472	
Os01g0967900	4324011	
Os01g0967900	4324011	
Os01g0971100	4323843	
Os01g0973100	9266561	
Os02g0101500	4327981	
Os02g0101500	4327981	
Os02g0102600	4327990	
Os02g0103800	4328000	00195+1.18.1.2
Os02g0103800	4328000	00195+1.18.1.2
Os02g0103800	4328000	00195+1.18.1.2
Os02g0104700	4328006	
Os02g0104700	4328006	
Os02g0106100	4328018	00052+3.2.1.26
Os02g0106100	4328018	00500+3.2.1.26
Os02g0117100	4328085	
Os02g0117600	4328090	
Os02g0117600	4328090	
Os02g0120800	4328116	
Os02g0120800	4328116	
Os02g0121700	4328124	
Os02g0122500		
Os02g0123100	4328135	
Os02g0123100	4328135	
Os02g0123100	4328135	
Os02g0125000	4328146	
Os02g0125100	4328147	00290+4.2.1.33
Os02g0125700	4328151	
Os02g0129800	4328185	
Os02g0129900	4328186	
Os02g0130100	4328188	00750+4.3.3.6
Os02g0130100	4328188	00471+3.5.1.2
Os02g0130100	4328188	00220+3.5.1.2
Os02g0130100	4328188	00250+3.5.1.2
Os02g0133100		
Os02g0135500	4328225	
Os02g0135500	4328225	
Os02g0143100	4328274	00500+3.1.3.24
Os02g0159200	4328370	
Os02g0159200	4328370	
Os02g0169900	4328439	04070+3.1.3.25
Os02g0169900	4328439	00562+3.1.3.25
Os02g0169900	4328439	00521+3.1.3.25
Os02g0169900	4328439	04070+3.1.3.25
Os02g0169900	4328439	00562+3.1.3.25
Os02g0169900	4328439	00521+3.1.3.25
Os02g0169900	4328439	04070+3.1.3.25
Os02g0169900	4328439	00562+3.1.3.25
Os02g0169900	4328439	00521+3.1.3.25
Os02g0173100	4328451	
Os02g0173100	4328451	
Os02g0173100	4328451	
Os02g0173100	4328451	
Os02g0173700		
Os02g0175500	4328471	
Os02g0179200	4328499	
Os02g0179500		
Os02g0182100	4328516	
Os02g0182600		
Os02g0184700	4328530	
Os02g0189000	4328558	
Os02g0192700	4328586	00480+1.11.1.15
Os02g0197200		
Os02g0197600	4328623	
Os02g0197600	4328623	
Os02g0197600	4328623	
Os02g0198800		
Os02g0199300	4328636	
Os02g0200300	4328645	00500+3.2.1.39
Os02g0200300	4328645	00500+3.2.1.39
Os02g0224400	4328771	
Os02g0224800	4328772	
Os02g0224800	4328772	
Os02g0229600		
Os02g0236800	4328833	00940+1.11.1.7
Os02g0236800	4328833	00940+1.11.1.7
Os02g0240100	4328841	00940+1.11.1.7
Os02g0240300	4328842	00940+1.11.1.7
Os02g0257300		
Os02g0259600	4328932	
Os02g0259600	4328932	
Os02g0261400		
Os02g0263432		
Os02g0269600		
Os02g0270200		
Os02g0270800		
Os02g0270900		
Os02g0271000	4328982	
Os02g0271600		
Os02g0275200	4329001	
Os02g0275200	4329001	
Os02g0280100	4329017	
Os02g0280700	4329022	
Os02g0281000	4329023	04658+3.1.3.16
Os02g0281000	4329023	04660+3.1.3.16
Os02g0281000	4329023	04658+3.1.3.16
Os02g0281000	4329023	04660+3.1.3.16
Os02g0281200	4329024	
Os02g0281200	4329024	
Os02g0282000	4329027	
Os02g0282500		
Os02g0285800	4329037	
Os02g0285800	4329037	
Os02g0307800	4329119	
Os02g0307800	4329119	
Os02g0320300	4329165	00941+5.5.1.6
Os02g0321500	4329168	
Os02g0326200		
Os02g0328300	4329197	
Os02g0328300	4329197	
Os02g0329800	4329203	
Os02g0475400	4329356	
Os02g0499000	9271519	
Os02g0509600	4329447	
Os02g0515000		
Os02g0515000		
Os02g0517531	9271988	
Os02g0517531	9271988	
Os02g0529900	4329542	
Os02g0531200	4329548	
Os02g0533000	4329554	
Os02g0537700	4329578	00480+1.11.1.15
Os02g0553200	4329643	
Os02g0556800	4329668	
Os02g0562700	4329690	
Os02g0562700	4329690	
Os02g0564300	4329695	
Os02g0566400	4329709	
Os02g0567100	4329715	
Os02g0567900		
Os02g0573200	4329738	
Os02g0573200	4329738	
Os02g0573500	4329741	
Os02g0578400	4329766	
Os02g0581100	4329783	
Os02g0589000	4329820	
Os02g0590400	4329826	
Os02g0590400	4329826	
Os02g0590400	4329826	
Os02g0593500	4329844	
Os02g0593500	4329844	
Os02g0595200		
Os02g0600200	4329888	
Os02g0600200	4329888	
Os02g0600400	4329889	00480+1.1.1.49
Os02g0600400	4329889	00030+1.1.1.49
Os02g0606200	4329923	
Os02g0607700	4329932	
Os02g0608900	4329941	
Os02g0608900	4329941	
Os02g0610500	4329950	
Os02g0610700	4329952	
Os02g0610700	4329952	
Os02g0610800	4329953	
Os02g0612900	4329967	
Os02g0636600	4330085	
Os02g0643500	4330131	
Os02g0647900	4330149	
Os02g0647900	4330149	
Os02g0649800	4330160	
Os02g0652600	9272428	
Os02g0661800		
Os02g0664000	4330235	
Os02g0667100	4330255	
Os02g0677600	4330307	
Os02g0679500		
Os02g0694800		
Os02g0697400	4330407	
Os02g0697500		
Os02g0697500		
Os02g0698000	4330413	00710+2.7.1.19
Os02g0698000	4330413	00710+2.7.1.19
Os02g0698000	4330413	00710+2.7.1.19
Os02g0699400		
Os02g0704900	4330457	00190+3.6.1.1
Os02g0704900	4330457	00190+3.6.1.1
Os02g0716500	4330523	
Os02g0716500	4330523	
Os02g0716500	4330523	
Os02g0728100	4330599	
Os02g0728100	4330599	
Os02g0729400		
Os02g0731600		
Os02g0731700	4330626	
Os02g0731700	4330626	
Os02g0732900	4330635	
Os02g0744000	4330704	
Os02g0744900	4330711	00900+1.3.1.83
Os02g0749800	4330735	
Os02g0749800	4330735	
Os02g0751600	4330746	
Os02g0751600	4330746	
Os02g0754600		
Os02g0755900		
Os02g0761700	4330811	
Os02g0764400		
Os02g0764500	4330828	
Os02g0764500	4330828	
Os02g0768600	4330852	00190+3.6.1.1
Os02g0768600	4330852	00190+3.6.1.1
Os02g0771100	4330868	
Os02g0771100	4330868	
Os02g0771100	4330868	
Os02g0774100		
Os02g0778200	4330908	00970+6.1.1.5
Os02g0778200	4330908	00970+6.1.1.5
Os02g0783625		
Os02g0783700		
Os02g0788800		
Os02g0788800		
Os02g0791500	4330975	
Os02g0791500	4330975	
Os02g0793900	4330991	
Os02g0794400		
Os02g0794700		00480+3.4.11.1
Os02g0794700		00480+3.4.11.1
Os02g0798200	4331022	
Os02g0799700	4331033	
Os02g0800000	4331034	
Os02g0803900		
Os02g0804400	4331057	
Os02g0807200		
Os02g0807800	9266916	
Os02g0808100		
Os02g0811200	4331100	
Os02g0814800	4331123	
Os02g0815400	4331129	
Os02g0815700		
Os02g0816100	4331136	
Os02g0816100	4331136	
Os02g0816600		
Os02g0816600		
Os02g0822600	4331189	
Os02g0823900	107277956	
Os02g0827400		
Os02g0832400		00500+2.4.1.34
Os02g0832400		00500+2.4.1.34
Os02g0832500		00500+2.4.1.34
Os02g0834700	4331275	
Os02g0834700	4331275	
Os03g0100030	107275868	
Os03g0100030	107279817	
Os03g0102100	4331294	00970+2.1.2.9
Os03g0102100	4331294	00670+2.1.2.9
Os03g0102100	4331294	00630+3.5.1.10
Os03g0102100	4331294	00670+3.5.1.10
Os03g0102100	4331294	00970+2.1.2.9
Os03g0102100	4331294	00670+2.1.2.9
Os03g0102100	4331294	00630+3.5.1.10
Os03g0102100	4331294	00670+3.5.1.10
Os03g0108300	4331336	
Os03g0108300	4331336	
Os03g0109700	4331348	
Os03g0109700	4331348	
Os03g0113900	4331381	
Os03g0115300		
Os03g0117000		00300+1.17.1.8
Os03g0117000		00261+1.17.1.8
Os03g0117200		00740+3.5.4.26+1.1.1.193
Os03g0117800	4331411	
Os03g0118600	4331417	00300+1.17.1.8
Os03g0118600	4331417	00261+1.17.1.8
Os03g0118600	4331417	00300+1.17.1.8
Os03g0118600	4331417	00261+1.17.1.8
Os03g0118800	4331418	00650+2.3.3.10
Os03g0118800	4331418	00072+2.3.3.10
Os03g0118800	4331418	00900+2.3.3.10
Os03g0118800	4331418	00280+2.3.3.10
Os03g0122200		
Os03g0123300	4331448	
Os03g0123300	4331448	
Os03g0124300	4331455	
Os03g0124300	4331455	
Os03g0125000	4331459	
Os03g0125000	4331459	
Os03g0126000	4331468	00400+2.4.2.18
Os03g0126300		
Os03g0126300		
Os03g0126300		
Os03g0126300		
Os03g0128400	4331488	
Os03g0128800		
Os03g0128800		
Os03g0129100	4331493	
Os03g0129300	4331495	00710+1.2.1.12
Os03g0129300	4331495	00010+1.2.1.12
Os03g0129300	4331495	
Os03g0130100	4331500	
Os03g0131200	4331509	00630+1.11.1.6
Os03g0131200	4331509	00380+1.11.1.6
Os03g0131200	4331509	00630+1.11.1.6
Os03g0131200	4331509	00380+1.11.1.6
Os03g0132200	4331516	
Os03g0133800		
Os03g0135300	4331535	00983+2.5.1.18
Os03g0135300	4331535	00982+2.5.1.18
Os03g0135300	4331535	00980+2.5.1.18
Os03g0135300	4331535	00480+2.5.1.18
Os03g0138700	4331559	
Os03g0143700	4331592	
Os03g0143700	4331592	
Os03g0146500	4331612	
Os03g0146500	4331612	
Os03g0152600	4331651	
Os03g0156600		
Os03g0157300	4331673	
Os03g0157300	4331673	
Os03g0158300	4331681	
Os03g0162500	4331713	
Os03g0163100	4331717	
Os03g0163300	4331719	00480+1.8.1.7
Os03g0169100	4331761	00040+5.1.3.1
Os03g0169100	4331761	00030+5.1.3.1
Os03g0169100	4331761	00710+5.1.3.1
Os03g0169400	4331763	
Os03g0169800	4331767	
Os03g0170500	4331773	
Os03g0175600		
Os03g0177000	4331807	
Os03g0178100	4331814	
Os03g0178200	4331815	
Os03g0178200	4331815	
Os03g0190100	4331897	
Os03g0195800	4331935	
Os03g0196800	4331942	
Os03g0197100	4331945	
Os03g0202001	9272308	00920+2.7.1.25
Os03g0202001	9272308	00230+2.7.1.25
Os03g0202200	4331978	
Os03g0206700	4331999	
Os03g0210900		
Os03g0215700	4332061	
Os03g0219900	4332089	
Os03g0220100	4332090	00062+2.3.1.199
Os03g0220100	4332090	00061+2.3.1.180
Os03g0221700	4332099	05170+2.7.11.1
Os03g0221700	4332099	05163+2.7.11.1
Os03g0221700	4332099	04150+2.7.11.1
Os03g0221700	4332099	04714+2.7.11.1
Os03g0221700	4332099	05165+2.7.11.1
Os03g0221700	4332099	04926+2.7.11.1
Os03g0221700	4332099	04151+2.7.11.1
Os03g0224300		00500+2.4.1.15
Os03g0231700	4332152	00909+1.14.14.17
Os03g0231700	4332152	00100+1.14.14.17
Os03g0231700	4332152	00909+1.14.14.17
Os03g0231700	4332152	00100+1.14.14.17
Os03g0231800		00909+1.14.14.17
Os03g0231800		00100+1.14.14.17
Os03g0231800		00909+1.14.14.17
Os03g0231800		00100+1.14.14.17
Os03g0232800	4332160	
Os03g0232800	4332160	
Os03g0243900	4332226	
Os03g0244000	4332227	
Os03g0244000	4332227	
Os03g0244200	4332228	
Os03g0244200	4332228	
Os03g0254200		
Os03g0263900	4332338	
Os03g0265400	4332348	
Os03g0265400	4332348	
Os03g0265900	4332353	
Os03g0267300	4332364	00030+3.1.3.11
Os03g0267300	4332364	00710+3.1.3.11
Os03g0267300	4332364	00010+3.1.3.11
Os03g0267300	4332364	00680+3.1.3.11
Os03g0267300	4332364	00051+3.1.3.11
Os03g0267300	4332364	00030+3.1.3.11
Os03g0267300	4332364	00710+3.1.3.11
Os03g0267300	4332364	00010+3.1.3.11
Os03g0267300	4332364	00680+3.1.3.11
Os03g0267300	4332364	00051+3.1.3.11
Os03g0267500	4332365	
Os03g0267500	4332365	
Os03g0271100	4332388	
Os03g0271100	4332388	
Os03g0271100	4332388	
Os03g0271500	4332392	
Os03g0271500	4332392	
Os03g0272400	4332397	
Os03g0275300	4332407	
Os03g0279950		
Os03g0283100	4332455	
Os03g0283100	4332455	
Os03g0284400	4332466	
Os03g0286100		
Os03g0289300	4332497	00562+3.1.4.11
Os03g0289300	4332497	04070+3.1.4.11
Os03g0289400	4332498	
Os03g0293100		
Os03g0300000		
Os03g0300000		
Os03g0300600	4332570	
Os03g0300600	4332570	
Os03g0300600	4332570	
Os03g0300900	4332572	
Os03g0300900	4332572	
Os03g0300900	4332572	
Os03g0306800	4332603	
Os03g0309800	4332626	
Os03g0309800	4332626	
Os03g0311300		
Os03g0311300		
Os03g0311300		
Os03g0314500		
Os03g0314500		
Os03g0315800		
Os03g0315800		
Os03g0321800	4332681	00785+2.3.1.181
Os03g0321800	4332681	00785+2.3.1.181
Os03g0322600	4332686	
Os03g0323200		00860+6.6.1.1
Os03g0323200		
Os03g0323200		
Os03g0323200		
Os03g0333400	4332745	
Os03g0334100		
Os03g0336000	4332759	
Os03g0337600	4332771	00860+4.1.1.37
Os03g0337800	4332773	
Os03g0339400		00940+1.11.1.7
Os03g0340001		00860+4.1.1.37
Os03g0343400	4332801	
Os03g0345700		
Os03g0351200	4332843	
Os03g0351400		
Os03g0356300	4332868	
Os03g0361500		
Os03g0363500	4332900	
Os03g0363500	4332900	
Os03g0363500	4332900	
Os03g0368900	4332925	00940+1.11.1.7
Os03g0371300		
Os03g0371350		
Os03g0371400		
Os03g0375200	9270360	
Os03g0376100		
Os03g0376100		
Os03g0382100	4332981	00062+2.3.1.199
Os03g0382100	4332981	00061+2.3.1.180
Os03g0386000	4332995	
Os03g0386000	4332995	
Os03g0388100	4333006	
Os03g0388100	4333006	
Os03g0388900	4333009	
Os03g0398600	9266419	
Os03g0410700	4333091	
Os03g0412800	4333103	00480+1.1.1.49
Os03g0412800	4333103	00030+1.1.1.49
Os03g0414400	4333109	
Os03g0448200	107275834	
Os03g0452300	4333233	
Os03g0563100	4333257	00053+1.1.3.8
Os03g0563300	4333259	00860+6.6.1.1
Os03g0565200	4333266	
Os03g0579000	4333316	
Os03g0579000	4333316	
Os03g0579300	4333317	
Os03g0582000	4333329	00340+2.1.2.5
Os03g0582000	4333329	00670+2.1.2.5
Os03g0582000	4333329	00340+2.1.2.5
Os03g0582000	4333329	00670+2.1.2.5
Os03g0582000	4333329	
Os03g0583800	4333336	
Os03g0592500	4333359	
Os03g0592500	4333359	
Os03g0595300	4333370	
Os03g0599000	9268533	
Os03g0605300	4333413	
Os03g0606100		
Os03g0607700	4333423	
Os03g0609800	4333431	
Os03g0609800	4333431	
Os03g0611200	4333437	
Os03g0627100		
Os03g0628800	4333506	
Os03g0635000	107276234	
Os03g0648100	4333577	
Os03g0650400	4333586	
Os03g0650400	4333586	
Os03g0654400		
Os03g0654400		
Os03g0655700		00660+1.1.1.85
Os03g0655700		00290+1.1.1.85
Os03g0655700		00660+1.1.1.85
Os03g0655700		00290+1.1.1.85
Os03g0659200	4333624	
Os03g0659200	4333624	
Os03g0659200	4333624	
Os03g0665200	4333657	
Os03g0665700	4333658	
Os03g0666700	4333664	
Os03g0685000	4333746	
Os03g0692700	107278586	
Os03g0692700	9272634	
Os03g0692700	107278586	
Os03g0692700	9272634	
Os03g0692700	107278586	
Os03g0692700	9272634	
Os03g0692700	107278586	
Os03g0692700	9272634	
Os03g0693700	4333791	
Os03g0693800	4333792	
Os03g0693900	4333793	
Os03g0694000	4333794	
Os03g0699300	4333815	00230+6.3.4.4
Os03g0699300	4333815	00250+6.3.4.4
Os03g0699700	4333818	
Os03g0700800	4333824	
Os03g0700800	4333824	
Os03g0700800	4333824	
Os03g0704000	4333848	
Os03g0708000	4333862	00590+3.1.1.4
Os03g0708000	4333862	00565+3.1.1.4
Os03g0708000	4333862	00564+3.1.1.4
Os03g0708000	4333862	00591+3.1.1.4
Os03g0708000	4333862	00592+3.1.1.4
Os03g0708500	4333865	
Os03g0710000	4333874	
Os03g0710000	4333874	
Os03g0712700	4333895	
Os03g0712700	4333895	00520+5.4.2.10
Os03g0712700	4333895	00520+5.4.2.10
Os03g0713200	4333900	
Os03g0719400	4333927	
Os03g0720300	4333932	00250+4.1.1.15
Os03g0720300	4333932	00410+4.1.1.15
Os03g0720300	4333932	00430+4.1.1.15
Os03g0720300	4333932	00650+4.1.1.15
Os03g0720300	4333932	00250+4.1.1.15
Os03g0720300	4333932	00410+4.1.1.15
Os03g0720300	4333932	00430+4.1.1.15
Os03g0720300	4333932	00650+4.1.1.15
Os03g0722400	4333943	
Os03g0726200	4333967	04070+2.7.1.159
Os03g0726200	4333967	00562+2.7.1.134+2.7.1.159
Os03g0726200	4333967	
Os03g0726500	4333970	
Os03g0729100		
Os03g0730000		
Os03g0730400		
Os03g0730400		
Os03g0730500		
Os03g0730500		
Os03g0730700		
Os03g0735000	4334020	
Os03g0735000	4334020	00500+2.7.7.27
Os03g0735000	4334020	00520+2.7.7.27
Os03g0737300	4334038	
Os03g0737400	4334039	
Os03g0738400	4334048	00670+2.1.2.1
Os03g0738400	4334048	00630+2.1.2.1
Os03g0738400	4334048	00680+2.1.2.1
Os03g0738400	4334048	00460+2.1.2.1
Os03g0738400	4334048	00260+2.1.2.1
Os03g0738400	4334048	00670+2.1.2.1
Os03g0738400	4334048	00630+2.1.2.1
Os03g0738400	4334048	00680+2.1.2.1
Os03g0738400	4334048	00460+2.1.2.1
Os03g0738400	4334048	00260+2.1.2.1
Os03g0738400	4334048	
Os03g0747700	4334100	
Os03g0748300	4334106	
Os03g0751400	4334131	
Os03g0758100		00500+2.4.1.1
Os03g0765900	4334225	
Os03g0766800	4334231	
Os03g0769100	4334247	
Os03g0769600	4334251	
Os03g0773800	4334274	00630+1.1.1.37
Os03g0773800	4334274	00720+1.1.1.37
Os03g0773800	4334274	00710+1.1.1.37
Os03g0773800	4334274	00270+1.1.1.37
Os03g0773800	4334274	00020+1.1.1.37
Os03g0773800	4334274	00680+1.1.1.37
Os03g0773800	4334274	00620+1.1.1.37
Os03g0773800	4334274	00630+1.1.1.37
Os03g0773800	4334274	00720+1.1.1.37
Os03g0773800	4334274	00710+1.1.1.37
Os03g0773800	4334274	00270+1.1.1.37
Os03g0773800	4334274	00020+1.1.1.37
Os03g0773800	4334274	00680+1.1.1.37
Os03g0773800	4334274	00620+1.1.1.37
Os03g0773800	4334274	00630+1.1.1.37
Os03g0773800	4334274	00720+1.1.1.37
Os03g0773800	4334274	00710+1.1.1.37
Os03g0773800	4334274	00270+1.1.1.37
Os03g0773800	4334274	00020+1.1.1.37
Os03g0773800	4334274	00680+1.1.1.37
Os03g0773800	4334274	00620+1.1.1.37
Os03g0774400		
Os03g0776000	4334290	00030+5.3.1.9
Os03g0776000	4334290	00520+5.3.1.9
Os03g0776000	4334290	00500+5.3.1.9
Os03g0776000	4334290	00010+5.3.1.9
Os03g0781400	4334316	
Os03g0781400	4334316	00051+5.3.1.6
Os03g0781400	4334316	00710+5.3.1.6
Os03g0781400	4334316	00030+5.3.1.6
Os03g0782200	4334321	
Os03g0785200	4334343	
Os03g0785900	4334347	
Os03g0786100		
Os03g0786100		
Os03g0786400	4334350	
Os03g0797400	4334427	00260+4.2.1.20
Os03g0797400	4334427	00400+4.2.1.20
Os03g0797500	9268807	00260+4.2.1.20
Os03g0797500	9268807	00400+4.2.1.20
Os03g0799000	4334439	
Os03g0799200	4334441	
Os03g0804900	4334491	
Os03g0811100	4334537	00860+6.6.1.1
Os03g0811100	4334537	00860+6.6.1.1
Os03g0815400	4334555	
Os03g0816100		
Os03g0818200	4334578	
Os03g0818800	4334582	
Os03g0818800	4334582	
Os03g0819100	4334583	
Os03g0822200	4334608	
Os03g0825500	4334632	
Os03g0826300	107275930	
Os03g0826500	4334640	00400+4.1.3.27
Os03g0826500	4334640	00405+4.1.3.27
Os03g0828100	4334651	
Os03g0828100	4334651	
Os03g0829200	4334657	
