Gene stable ID	KEGG Pathway and Enzyme ID	NCBI gene ID
Os02g0561000		107276747
Os02g0561000		107276750
Os02g0561000		107276749
Os02g0561000		107276751
Os02g0561400		107276750
Os02g0561400		107276749
Os02g0561400		107276748
Os02g0561400		4329685
Os02g0561400		107276747
Os02g0561400		107276751
Os02g0561800		107276747
Os02g0561800		107276750
Os02g0561800		107276749
Os02g0561800		107276751
Os02g0561800		107276748
Os02g0561800		4329685
Os02g0561900		
Os02g0571100		9266189
Os02g0579800		4329772
Os02g0594900	00510+2.4.1.144	4329853
Os02g0595100	00510+2.4.1.144	
Os02g0595100	00510+2.4.1.144	
Os02g0608550	00290+2.2.1.6	
Os02g0608550	00770+2.2.1.6	
Os02g0608550	00650+2.2.1.6	
Os02g0608550	00660+2.2.1.6	
Os02g0608600	00290+2.2.1.6	
Os02g0608600	00770+2.2.1.6	
Os02g0608600	00650+2.2.1.6	
Os02g0608600	00660+2.2.1.6	
Os02g0611800		4329959
Os02g0614966		
Os02g0633066		
Os02g0633300		
Os02g0635000		4330076
Os02g0635200		4330077
Os02g0645600		
Os02g0654700		4330189
Os02g0674233		
Os02g0692700		4330385
Os02g0700400		4330432
Os02g0701600		4330437
Os02g0702400		4330443
Os02g0719800		4330544
Os02g0719800		4330544
Os02g0719800		4330544
Os02g0720600		4330552
Os02g0790500		
Os02g0790500	00500+2.4.1.15	
Os02g0790500		
Os02g0805600		4331066
Os02g0805600		4331066
Os02g0806700		4331074
Os02g0807800		9266916
Os02g0821900		4331182
Os02g0822600		4331189
Os02g0830300		
Os02g0832400	00500+2.4.1.34	
Os02g0832400	00500+2.4.1.34	
Os02g0832500	00500+2.4.1.34	
Os03g0103300		4331303
Os03g0108500		4331338
Os03g0108600		
Os03g0113900		4331381
Os03g0114000		
Os03g0128400		4331488
Os03g0133800		
Os03g0152000		4331647
Os03g0194400		4331926
Os03g0194900		4331929
Os03g0194900		4331929
Os03g0194900		4331929
Os03g0202001	00920+2.7.1.25	9272308
Os03g0202001	00230+2.7.1.25	9272308
Os03g0276500		4332413
Os03g0277600		4332422
Os03g0277700		4332423
Os03g0283200		4332456
Os03g0285700		4332474
Os03g0301200		4332574
Os03g0301200		4332574
Os03g0305100		4332593
Os03g0312300		
Os03g0335200		
Os03g0351100		4332842
Os03g0351100		4332842
Os03g0353400		4332856
Os03g0353400		4332856
Os03g0382100	00062+2.3.1.199	4332981
Os03g0382100	00061+2.3.1.180	4332981
Os03g0411300		
Os03g0412900		
Os03g0418000	00520+3.2.1.14	4333121
Os03g0431200	00220+2.3.1.1	
Os03g0617900	00220+1.2.1.38	4333458
Os03g0655400		4333610
Os03g0655700	00660+1.1.1.85	
Os03g0655700	00290+1.1.1.85	
Os03g0655700	00660+1.1.1.85	
Os03g0655700	00290+1.1.1.85	
Os03g0657100		4333620
Os03g0657100		4333620
Os03g0657400		4333621
Os03g0658000		
Os03g0658800		4333623
Os03g0658800		4333623
Os03g0658800		4333623
Os03g0661600		
Os03g0687000		9269916
Os03g0687000		9269916
Os03g0693700		4333791
Os03g0693800		4333792
Os03g0693900		4333793
Os03g0694000		4333794
Os03g0700400		4333821
Os03g0700700		4333823
Os03g0700700		4333823
Os03g0700700		4333823
Os03g0700700		4333823
Os03g0707600		4333860
Os03g0708000	00590+3.1.1.4	4333862
Os03g0708000	00565+3.1.1.4	4333862
Os03g0708000	00564+3.1.1.4	4333862
Os03g0708000	00591+3.1.1.4	4333862
Os03g0708000	00592+3.1.1.4	4333862
Os03g0713000	00290+4.3.1.19	4333898
Os03g0713000	00260+4.3.1.19	4333898
Os03g0726200	04070+2.7.1.159	4333967
Os03g0726200	00562+2.7.1.134+2.7.1.159	4333967
Os03g0726200		4333967
Os03g0726500		4333970
Os03g0729000		4333985
Os03g0760000		
Os03g0760200		4334183
Os03g0765500		107276199
Os03g0780500		
Os03g0780500	00230+1.1.1.205	
Os03g0780500	00983+1.1.1.205	
Os03g0788500		
Os03g0821100		4334598
Os03g0826800		4334643
Os03g0828100		4334651
Os03g0828100		4334651
Os03g0836200		4334703
Os03g0836200		4334703
Os03g0836200		4334703
Os03g0854000		4334822
Os03g0857900		4334848
Os03g0857900		4334848
Os04g0105700		4334910
Os04g0117900	00970+6.3.5.7	4334956
Os04g0118100	00970+6.3.5.7	4334958
Os04g0119400	00620+1.2.4.1	4334968
Os04g0119400	00010+1.2.4.1	4334968
Os04g0119400	00020+1.2.4.1	4334968
Os04g0119500		4334969
Os04g0119500		4334969
Os04g0128001		107275737
Os04g0128400		4334992
Os04g0137201	00040+4.2.2.2	
Os04g0137201	00040+4.2.2.2	
Os04g0165300		4335044
Os04g0165300		4335044
Os04g0169100		4335058
Os04g0169100		4335058
Os04g0178400		4335091
Os04g0179700		4335094
Os04g0180400		
Os04g0181100		4335098
Os04g0182600		
Os04g0182650		
Os04g0204000		
Os04g0206500		4335167
Os04g0213100		
Os04g0226600	05170+2.7.11.1	
Os04g0226600	05163+2.7.11.1	
Os04g0226600	04150+2.7.11.1	
Os04g0226600	04714+2.7.11.1	
Os04g0226600	05165+2.7.11.1	
Os04g0226600	04926+2.7.11.1	
Os04g0226600	04151+2.7.11.1	
Os04g0227000		107275257
Os04g0288500		4335391
Os04g0320700		4335474
Os04g0320700		4335474
Os04g0321100		
Os04g0369066		
Os04g0373400		4335602
Os04g0441800		4335932
Os04g0459600		4336045
Os04g0462500		4336066
Os04g0462500		4336066
Os04g0462500		4336066
Os04g0462500		4336066
Os04g0462500		4336066
Os04g0480500		4336178
Os04g0513400		
Os04g0513400		
Os04g0513700		
Os04g0530700		4336485
Os04g0544500		
Os04g0579200		4336757
Os04g0597000		4336849
Os04g0597000		4336849
Os04g0600300		4336875
Os04g0603200		
Os04g0603200		
Os04g0616300		4336997
Os04g0616400		
Os04g0616400		
Os04g0616500		9268723
Os04g0616600		
Os04g0616700		4337001
Os04g0616700		4337001
Os04g0616700		4337001
Os04g0616700		4337001
Os04g0626500		
Os04g0632300		
Os04g0632500	05170+2.7.11.1	
Os04g0632500	05163+2.7.11.1	
Os04g0632500	04150+2.7.11.1	
Os04g0632500	04714+2.7.11.1	
Os04g0632500	05165+2.7.11.1	
Os04g0632500	04926+2.7.11.1	
Os04g0632500	04151+2.7.11.1	
Os04g0639200		9269237
Os04g0664500		
Os04g0664600		4337311
Os04g0667600		
Os04g0669800	00270+2.7.1.100	4337347
Os04g0669900	00270+2.7.1.100	
Os04g0670200		4337351
Os04g0670200		4337351
Os04g0671200		4337359
Os04g0671200		4337359
Os04g0671700		4337361
Os04g0673300		4337372
Os04g0674000		4337376
Os04g0674000		4337376
Os04g0675400		4337388
Os04g0678700	00860+1.3.1.33	4337415
Os04g0679400		4337421
Os04g0679400		4337421
Os04g0679400		4337421
Os04g0679400		4337421
Os04g0683700		4337447
Os04g0685400		4337462
Os04g0685400		4337462
Os04g0687900		4337480
Os04g0687900		4337480
Os04g0687900		4337480
Os04g0691200		
Os04g0691600		
Os04g0691600		
Os04g0691700		
Os04g0692200		
Os05g0101400		4337526
Os05g0101400		4337526
Os05g0104150		4337548
Os05g0112101		9270026
Os05g0137200		
Os05g0137200		
Os05g0137200		
Os05g0143700		107278051
Os05g0144900		
Os05g0149300		
Os05g0149400		4337818
Os05g0179300		4337975
Os05g0187100	00051+2.7.1.1	4338010
Os05g0187100	00052+2.7.1.1	4338010
Os05g0187100	00520+2.7.1.1	4338010
Os05g0187100	00500+2.7.1.1	4338010
Os05g0187100	00010+2.7.1.1	4338010
Os05g0187100	00521+2.7.1.1	4338010
Os05g0187100	00524+2.7.1.1	4338010
Os05g0187100	00051+2.7.1.1	4338010
Os05g0187100	00052+2.7.1.1	4338010
Os05g0187100	00520+2.7.1.1	4338010
Os05g0187100	00500+2.7.1.1	4338010
Os05g0187100	00010+2.7.1.1	4338010
Os05g0187100	00521+2.7.1.1	4338010
Os05g0187100	00524+2.7.1.1	4338010
Os05g0188100		4338014
Os05g0209600		4338092
Os05g0212600		
Os05g0212900		4338103
Os05g0213100		
Os05g0244500		4338201
Os05g0244500		4338201
Os05g0268500		4338250
Os05g0268500		4338250
Os05g0268500		4338250
Os05g0268500		4338250
Os05g0316200		4338392
Os05g0316200		4338392
Os05g0316200		4338392
Os05g0322900		4338413
Os05g0322900		4338413
Os05g0322900		4338413
Os05g0335800		
Os05g0336200		
Os05g0344200		4338477
Os05g0363200		4338546
Os05g0391500	00531+3.2.1.23	4338683
Os05g0391500	00600+3.2.1.23	4338683
Os05g0391500	00604+3.2.1.23	4338683
Os05g0391500	00052+3.2.1.23	4338683
Os05g0391500	00511+3.2.1.23	4338683
Os05g0391500	00511+3.2.1.25	4338683
Os05g0396000		
Os05g0399300	00520+3.2.1.14	
Os05g0402900		
Os05g0403000		
Os05g0403100		
Os05g0403300		4338740
Os05g0415800		9269876
Os05g0415900		
Os05g0433400		
Os05g0434600		
Os05g0434800		
Os05g0435100		
Os05g0449200		9266801
Os05g0454500		4338976
Os05g0468900		9267076
Os05g0474500		
Os05g0478400		
Os05g0491500		4339175
Os05g0491500		4339175
Os05g0497300		4339209
Os05g0497600		9272357
Os05g0498400		4339216
Os05g0498400		4339216
Os05g0537100		4339451
Os05g0539900		
Os05g0540000		4339463
Os05g0542800		4339483
Os05g0542800		4339483
Os05g0542800		4339483
Os05g0577500		4339701
Os05g0584200		4339745
Os05g0584200		4339745
Os05g0586200		4339756
Os06g0103200		4339843
Os06g0103800		4339849
Os06g0115200		4339920
Os06g0115400		4339922
Os06g0115400		4339922
Os06g0125000		4339959
Os06g0129400		4339994
Os06g0129400		4339994
Os06g0131300	00330+4.1.1.19	4340008
Os06g0140800		4340071
Os06g0140800		4340071
Os06g0146100		4340110
Os06g0157000		
Os06g0158900		4340195
Os06g0172800		
Os06g0176700		9270348
Os06g0178500		9270348
Os06g0255100		4340667
Os06g0255700		4340671
Os06g0256300		
Os06g0264500		
Os06g0283300		4340765
Os06g0283300		4340765
Os06g0286500		4340777
Os06g0286700		
Os06g0287000		
Os06g0287200		
Os06g0287500		
Os06g0287500		
Os06g0287700		
Os06g0287700		
Os06g0292100		4340793
Os06g0292400		4340794
Os06g0294400		
Os06g0294600		4340800
Os06g0295300		
Os06g0296100		
Os06g0296700		4340805
Os06g0297400		9269758
Os06g0306600		4340844
Os06g0306600		4340844
Os06g0475400		4341034
Os06g0530600		4341202
Os06g0535400		4341214
Os06g0542300		4341233
Os06g0557100		4341290
Os06g0557100		4341290
Os06g0557400		
Os06g0591600		4341418
Os06g0608800		4341497
Os06g0608800		4341497
Os06g0608800		4341497
Os06g0608800		4341497
Os06g0625900		4341573
Os06g0647100		4341664
Os06g0677300		4341836
Os06g0689600		
Os06g0696600		4341942
Os06g0697000		4341944
Os06g0697000		4341944
Os06g0707400		4342014
Os06g0707400		4342014
Os06g0708000	04150+2.7.11.24	4342017
Os06g0708000	04150+2.7.11.24	4342017
Os06g0708000	04150+2.7.11.24	4342017
Os06g0708000	04150+2.7.11.24	4342017
Os06g0716100		4342076
Os06g0716700		4342077
Os06g0716700		4342077
Os06g0716700		4342077
Os06g0725000		
Os06g0726100	00520+3.2.1.14	4342114
Os06g0726200	00520+3.2.1.14	
Os07g0190000	00730+2.2.1.7	4342614
Os07g0190000	00900+2.2.1.7	4342614
Os07g0209100		4342703
Os07g0434500		
Os07g0538000	00500+3.2.1.39	4343482
Os07g0538400		
Os07g0539100	00500+3.2.1.39	4343487
Os07g0539100	00500+3.2.1.39	4343487
Os07g0539300	00500+3.2.1.39	9268304
Os07g0539300	00500+3.2.1.39	9268304
Os07g0539400	00500+3.2.1.39	
Os07g0539900	00500+3.2.1.39	4343492
Os07g0543300	00500+3.2.1.2	
Os07g0603300		4343837
Os07g0614000		4343890
Os07g0614000		4343890
Os07g0618700		4343921
Os07g0631700		4343999
Os07g0656400		4344147
Os07g0663600		4344197
Os07g0665200		
Os07g0677100	00940+1.11.1.7	4344277
Os07g0677500	00940+1.11.1.7	4344281
Os07g0678600	05170+2.7.11.1	4344287
Os07g0678600	05163+2.7.11.1	4344287
Os07g0678600	04150+2.7.11.1	4344287
Os07g0678600	04714+2.7.11.1	4344287
Os07g0678600	05165+2.7.11.1	4344287
Os07g0678600	04926+2.7.11.1	4344287
Os07g0678600	04151+2.7.11.1	4344287
Os07g0678600	05170+2.7.11.1	4344287
Os07g0678600	05163+2.7.11.1	4344287
Os07g0678600	04150+2.7.11.1	4344287
Os07g0678600	04714+2.7.11.1	4344287
Os07g0678600	05165+2.7.11.1	4344287
Os07g0678600	04926+2.7.11.1	4344287
Os07g0678600	04151+2.7.11.1	4344287
Os07g0678600	05170+2.7.11.1	4344287
Os07g0678600	05163+2.7.11.1	4344287
Os07g0678600	04150+2.7.11.1	4344287
Os07g0678600	04714+2.7.11.1	4344287
Os07g0678600	05165+2.7.11.1	4344287
Os07g0678600	04926+2.7.11.1	4344287
Os07g0678600	04151+2.7.11.1	4344287
Os07g0680400		4344296
Os07g0684800		4344324
Os07g0684800		4344324
Os07g0695100		4344399
Os07g0695100		4344399
Os08g0104700		4344440
Os08g0104700		4344440
Os08g0136300		4344615
Os08g0136500		4344616
Os08g0136700		4344618
Os08g0136800		4344619
Os08g0157500		4344702
Os08g0157500		4344702
Os08g0179000		
Os08g0188900		4344837
Os08g0189100		4344838
Os08g0189200		4344839
Os08g0189300		4344840
Os08g0201700		
Os08g0202300		
Os08g0202300		
Os08g0202300		
Os08g0202300		
Os08g0203100		
Os08g0203201		
Os08g0203300		
Os08g0205150		9270064
Os08g0206600	00230+3.5.4.10+2.1.2.3	4344931
Os08g0206600	00670+2.1.2.3	4344931
Os08g0206600	00230+3.5.4.10+2.1.2.3	4344931
Os08g0206600	00670+2.1.2.3	4344931
Os08g0226166		
Os08g0226300		
Os08g0231400		4344999
Os08g0243866		
Os08g0244500	00500+3.2.1.39	
Os08g0247600		
Os08g0247700		
Os08g0248100		4345065
Os08g0265300		
Os08g0270400		
Os08g0289400		
Os08g0372700		107275487
Os08g0373000		107276515
Os08g0376500		
Os08g0376550		
Os08g0396500		
Os08g0396700		
Os08g0396700		
Os08g0396700		
Os08g0396700		
Os08g0398400		4345499
Os08g0404000		
Os08g0406400		
Os08g0463900		4345779
Os08g0465800	00250+4.1.1.15	4345787
Os08g0465800	00410+4.1.1.15	4345787
Os08g0465800	00430+4.1.1.15	4345787
Os08g0465800	00650+4.1.1.15	4345787
Os08g0465800	00250+4.1.1.15	4345787
Os08g0465800	00410+4.1.1.15	4345787
Os08g0465800	00430+4.1.1.15	4345787
Os08g0465800	00650+4.1.1.15	4345787
Os08g0476900		4345831
Os08g0477100		4345832
Os08g0487500		4345891
Os08g0498400		4345935
Os08g0498400		4345935
Os08g0499000		4345937
Os08g0500700		
Os08g0503200		4345965
Os08g0528700		
Os08g0545000		4346216
Os08g0557600		4346299
Os08g0557600		4346299
Os09g0322000		4346714
Os09g0322000		4346714
Os09g0322000		4346714
Os09g0339000		4346779
Os09g0339800		
Os09g0341100		4346785
Os09g0378300	00970+6.1.1.4	4346920
Os09g0397300	00500+2.4.1.15	
Os09g0399800		4346988
Os09g0400400		4346993
Os09g0432300		
Os09g0450300		4347221
Os09g0450300		4347221
Os09g0450300		4347221
Os09g0451000		4347224
Os09g0451400		4347225
Os09g0451500		4347226
Os09g0451500		4347226
Os09g0474800		4347357
Os09g0474800		4347357
Os09g0482100		4347402
Os09g0482400		9267802
Os09g0482400		4347405
Os09g0482400		9267802
Os09g0482400		4347405
Os09g0482600		9267802
Os09g0482600		4347405
Os09g0482600		9267802
Os09g0482600		4347405
Os09g0503400	00970+6.1.1.4	4347497
Os09g0503400	00970+6.1.1.4	4347497
Os09g0517900		4347591
Os09g0521500		4347615
Os09g0537700		4347708
Os09g0538000		4347709
Os09g0538000		4347709
Os09g0552500		4347796
Os09g0552600		4347797
Os09g0561450		
Os09g0561500		4347856
Os09g0561600		
Os09g0563250		9266663
Os09g0570300		4347912
Os09g0570300		4347912
Os09g0572000		9266123
Os10g0101200		4347942
Os10g0109300	00940+1.11.1.7	4347962
Os10g0109300	00940+1.11.1.7	4347962
Os10g0134700		4348052
Os10g0158400		
Os10g0162856		
Os10g0164500		
Os10g0165300		4348167
Os10g0166600		4348172
Os10g0167200		
Os10g0167250		
Os10g0167900		4348180
Os10g0168300		
Os10g0168500		
Os10g0177300		
Os10g0179200		
Os10g0187500		
Os10g0187500		
Os10g0330400		4348336
Os10g0360800		
Os10g0416500	00520+3.2.1.14	4348633
Os10g0416800	00520+3.2.1.14	4348634
Os10g0471300	00910+4.2.1.104	4348870
Os10g0494200	00220+1.2.1.38	
Os10g0497600		4349010
Os10g0497600		4349010
Os10g0509100		4349081
Os10g0509100		4349081
Os10g0516300		
Os10g0530400		4349202
Os10g0530500		
Os10g0530600		4349204
Os10g0542900	00520+3.2.1.14	4349267
Os10g0543400	00520+3.2.1.14	
Os10g0567100		4349430
Os10g0567400		4349433
Os10g0567400		4349433
Os10g0567400		4349433
Os11g0186200		4349966
Os11g0211300		4350057
Os11g0211600		
Os11g0213800		
Os11g0244100		107276402
Os11g0256000	00290+2.2.1.6	
Os11g0256000	00770+2.2.1.6	
Os11g0256000	00650+2.2.1.6	
Os11g0256000	00660+2.2.1.6	
Os11g0256050	00290+2.2.1.6	
Os11g0256050	00770+2.2.1.6	
Os11g0256050	00650+2.2.1.6	
Os11g0256050	00660+2.2.1.6	
Os11g0261900		4350234
Os11g0306400		4350344
Os11g0307300		4350345
Os11g0465200		4350483
Os11g0465200		4350483
Os11g0469900		
Os11g0482400		4350519
Os11g0482400		4350519
Os11g0490200		
Os11g0525200		4350614
Os11g0525200		4350614
Os11g0539500		4350663
Os11g0550500		
Os11g0592000		4350821
Os11g0592100		4350822
Os11g0594000		4350836
Os11g0608700		
Os11g0621300		4350947
Os11g0642400		9271182
Os11g0643100		4351010
Os11g0649700		4351034
Os11g0691800		9266918
Os11g0707100		
Os12g0123200		
Os12g0286300		
Os12g0431100	00230+3.6.1.3	
Os12g0431300		4352117
Os12g0456700		
Os12g0468300		
Os12g0503000		4352286
Os12g0503000		4352286
Os12g0503000		4352286
Os12g0503000		4352286
Os12g0547600		
Os12g0547600		
Os12g0559200		4352505
Os12g0559200		4352505
Os12g0559934		
Os12g0560200		
Os12g0595800		4352691
Os12g0595800		4352691
Os12g0595800		4352691
Os12g0595800		4352691
Os12g0606000		
Os12g0610200		4352761
Os12g0611100		
Os12g0620000		
Os12g0632800		
Os12g0639200	00230+3.6.1.3	
